Per_country,Country,Gall_sp,Status,Parasitoid,Number
IT,Italy,Andricus quercustozae,asexual,(Torymus calcaratus),1
BG,Bulgaria,Andricus quercustozae,asexual,Ormyrus pomaceus,2
ES,Spain,Andricus quercustozae,asexual,Ormyrus pomaceus,1
IT,Italy,Andricus quercustozae,asexual,Ormyrus pomaceus,1
ES,Spain,Andricus quercustozae,asexual,Cyrtoptyx robustus,3
IT,Italy,Andricus quercustozae,asexual,Cyrtoptyx robustus,1
ES,Spain,Andricus quercustozae,asexual,Caenacis lauta,3
HU,Hungary,Andricus quercustozae,asexual,Caenacis lauta,1
ES,Spain,Andricus quercustozae,asexual,Cecidostiba fungosa,18
FR,France,Andricus quercustozae,asexual,Cecidostiba fungosa,1
ES,Spain,Andricus quercustozae,asexual,Hobbya stenonota,15
ES,Spain,Andricus quercustozae,asexual,Mesopolobus dubius,1
ES,Spain,Andricus quercustozae,asexual,Mesopolobus ?fasciiventris,1
ES,Spain,Andricus quercustozae,asexual,Mesopolobus ?lichtensteini,1
ES,Spain,Andricus quercustozae,asexual,Mesopolobus sericeus,22
ES,Spain,Andricus quercustozae,asexual,Eupelmus spongipartus,46
AT,Austria,Andricus quercustozae,asexual,Eupelmus urozonus,
ES,Spain,Andricus quercustozae,asexual,Eupelmus urozonus,15
HU,Hungary,Andricus quercustozae,asexual,Aulogymnus gallarum,2
BG,Bulgaria,Andricus quercustozae,asexual,Aulogymnus skianeuros,2
HU,Hungary,Andricus quercustozae,asexual,Aulogymnus trilineatus,3
PT,Portugal,Andricus quercustozae,asexual,Aulogymnus trilineatus,2
TR,Turkey,Andricus quercustozae,asexual,Aulogymnus trilineatus,1
ES,Spain,Andricus quercustozae,asexual,Baryscapus berhidanus,87
HU,Hungary,Andricus quercustozae,asexual,Baryscapus berhidanus,13
JO,Jordan,Andricus quercustozae,asexual,Baryscapus berhidanus,1
IT,Italy,Andricus quercustozae,asexual,Baryscapus berhidanus,16
TR,Turkey,Andricus quercustozae,asexual,Baryscapus sp.,15
JO,Jordan,Andricus quercustozae,asexual,Pediobius lysis,1
GR,Greece,Andricus quercustozae,asexual,(Scambus elegans),1
HU,Hungary,Andricus quercustozae,asexual,(Scambus elegans),5
AT,Austria,Andricus rhyzomae,asexual,Synergus incrassatus,
FR,France,Andricus rhyzomae,asexual,Synergus incrassatus,
AT,Austria,Andricus rhyzomae,asexual,Synergus subterraneus,22
ES,Spain,Andricus rhyzomae,asexual,Synergus subterraneus,
AT,Austria,Andricus rhyzomae,asexual,Torymus nobilis,
DK,Denmark,Andricus rhyzomae,asexual,Torymus nobilis,
HU,Hungary,Andricus schroeckingeri,bisexual,Eurytoma setigera,1
HU,Hungary,Andricus schroeckingeri,bisexual,Torymus flavipes,2
HU,Hungary,Andricus schroeckingeri,bisexual,Ormyrus pomaceus,1
HU,Hungary,Andricus schroeckingeri,bisexual,Ormocerus latus,1
HU,Hungary,Andricus schroeckingeri,bisexual,Ormocerus vernalis,2
HU,Hungary,Andricus schroeckingeri,bisexual,Mesopolobus amaenus,3
AT,Austria,Andricus schroeckingeri,bisexual,Mesopolobus fuscipes,
HU,Hungary,Andricus schroeckingeri,bisexual,Mesopolobus fuscipes,3
HU,Hungary,Andricus schroeckingeri,bisexual,Mesopolobus tibialis,9
HU,Hungary,Andricus schroeckingeri,bisexual,Mesopolobus xanthocerus,2
HU,Hungary,Andricus schroeckingeri,bisexual,Eupelmus urozonus,5
RO,Romania,Andricus schroeckingeri,bisexual,Eupelmus vesicularis,
HU,Hungary,Andricus schroeckingeri,bisexual,Aulogymnus arsames,1
HU,Hungary,Andricus schroeckingeri,bisexual,Aulogymnus gallarum,1
HU,Hungary,Andricus schroeckingeri,bisexual,Aulogymnus obscuripes,1
HU,Hungary,Andricus schroeckingeri,bisexual,Aulogymnus testaceoviridis,22
HU,Hungary,Andricus schroeckingeri,bisexual,Aprostocetus aethiops,3
HU,Hungary,Andricus schroeckingeri,bisexual,Aprostocetus cerricola,3
HU,Hungary,Andricus schroeckingeri,bisexual,Baryscapus ?pallidae,3
HU,Hungary,Andricus schroeckingeri,bisexual,(Minotetrastichus frontalis),1
HU,Hungary,Andricus schroeckingeri,bisexual,Synergus umbraculus,2
TR,Turkey,Andricus schroeckingeri,bisexual,Eurytoma adleriae,3
HU,Hungary,Andricus schroeckingeri,bisexual,Eurytoma brunniventris,1
IT,Italy,Andricus schroeckingeri,bisexual,Eurytoma brunniventris,25
RO,Romania,Andricus schroeckingeri,bisexual,Eurytoma brunniventris,
IT,Italy,Andricus schroeckingeri,bisexual,Eurytoma setigera,3
HU,Hungary,Andricus schroeckingeri,bisexual,Sycophila biguttata,5
RO,Romania,Andricus schroeckingeri,bisexual,Sycophila biguttata,
TR,Turkey,Andricus schroeckingeri,bisexual,Sycophila biguttata,14
IT,Italy,Andricus schroeckingeri,bisexual,Megastigmus dorsalis,3
TR,Turkey,Andricus schroeckingeri,bisexual,Megastigmus dorsalis,1
RO,Romania,Andricus schroeckingeri,bisexual,Ormyrus nitidulus,
TR,Turkey,Andricus schroeckingeri,bisexual,Ormyrus nitidulus,35
HU,Hungary,Andricus schroeckingeri,bisexual,Ormyrus pomaceus,1
RO,Romania,Andricus schroeckingeri,bisexual,Ormyrus pomaceus,
TR,Turkey,Andricus schroeckingeri,bisexual,Ormyrus nitidulus or O. pomaceus,21
HU,Hungary,Andricus schroeckingeri,bisexual,Cecidostiba fungosa,3
IT,Italy,Andricus schroeckingeri,bisexual,Cecidostiba fungosa,8
RO,Romania,Andricus schroeckingeri,bisexual,Cecidostiba fungosa,
TR,Turkey,Andricus schroeckingeri,bisexual,Cecidostiba fungosa,22
HU,Hungary,Andricus schroeckingeri,bisexual,Eupelmus spongipartus,2
IT,Italy,Andricus schroeckingeri,bisexual,Eupelmus spongipartus,1
TR,Turkey,Andricus schroeckingeri,bisexual,Eupelmus urozonus,1
RO,Romania,Andricus schroeckingeri,bisexual,Aulogymnus trilineatus,
TR,Turkey,Andricus schroeckingeri,bisexual,Aulogymnus trilineatus,26
UA,Ukraine,Andricus seminationis,asexual,Ceroptres clavicornis,
AT,Austria,Andricus seminationis,asexual,Synergus facialis,
DE,Germany,Andricus seminationis,asexual,Synergus facialis,
GB,United Kingdom,Andricus seminationis,asexual,Synergus facialis,1
HU,Hungary,Andricus seminationis,asexual,Synergus facialis,6
NL,Netherlands,Andricus seminationis,asexual,Synergus facialis,
PL,Poland,Andricus seminationis,asexual,Synergus facialis,
UA,Ukraine,Andricus seminationis,asexual,Synergus facialis,
UA,Ukraine,Andricus seminationis,asexual,Synergus incrassatus,
AT,Austria,Andricus seminationis,asexual,Synergus pallipes,
DE,Germany,Andricus seminationis,asexual,Synergus pallipes,
DK,Denmark,Andricus seminationis,asexual,Synergus pallipes,
GB,United Kingdom,Andricus seminationis,asexual,Synergus pallipes,6
HU,Hungary,Andricus seminationis,asexual,Synergus pallipes,1
NL,Netherlands,Andricus seminationis,asexual,Synergus pallipes,
UA,Ukraine,Andricus seminationis,asexual,Synergus pallipes,
DK,Denmark,Andricus seminationis,asexual,Synergus radiatus,
GB,United Kingdom,Andricus seminationis,asexual,Synergus radiatus,
NL,Netherlands,Andricus seminationis,asexual,Synergus radiatus,
UA,Ukraine,Andricus seminationis,asexual,Synergus radiatus,
DE,Germany,Andricus seminationis,asexual,Eurytoma brunniventris,
HU,Hungary,Andricus seminationis,asexual,Eurytoma brunniventris,7
NL,Netherlands,Andricus seminationis,asexual,Eurytoma brunniventris,
GB,United Kingdom,Andricus seminationis,asexual,Torymus flavipes,1
HU,Hungary,Andricus seminationis,asexual,Torymus flavipes,1
HU,Hungary,Andricus seminationis,asexual,Ormyrus pomaceus,1
GB,United Kingdom,Andricus seminationis,asexual,Mesopolobus sericeus,1
HU,Hungary,Andricus seminationis,asexual,Eupelmus spongipartus,1
GB,United Kingdom,Andricus seminationis,asexual,Aprostocetus aethiops,3
GB,United Kingdom,Andricus sieboldi,asexual,Ceroptres clavicornis,
HU,Hungary,Andricus sieboldi,asexual,Ceroptres clavicornis,
PL,Poland,Andricus sieboldi,asexual,Ceroptres clavicornis,
ES,Spain,Andricus sieboldi,asexual,Synergus apicalis,
HU,Hungary,Andricus sieboldi,asexual,Synergus apicalis,
PL,Poland,Andricus sieboldi,asexual,Synergus apicalis,
UA,Ukraine,Andricus sieboldi,asexual,Synergus apicalis,
AD,Andorra,Andricus sieboldi,asexual,Synergus facialis,
DK,Denmark,Andricus sieboldi,asexual,Synergus facialis,
ES,Spain,Andricus sieboldi,asexual,Synergus facialis,38
PT,Portugal,Andricus sieboldi,asexual,Synergus facialis,
AT,Austria,Andricus sieboldi,asexual,Synergus incrassatus,
DE,Germany,Andricus sieboldi,asexual,Synergus incrassatus,
DK,Denmark,Andricus sieboldi,asexual,Synergus incrassatus,
ES,Spain,Andricus sieboldi,asexual,Synergus incrassatus,10
FR,France,Andricus sieboldi,asexual,Synergus incrassatus,
GB,United Kingdom,Andricus sieboldi,asexual,Synergus incrassatus,18
NL,Netherlands,Andricus sieboldi,asexual,Synergus incrassatus,
ES,Spain,Andricus sieboldi,asexual,Synergus subterraneus,63
AT,Austria,Andricus sieboldi,asexual,Eurytoma brunniventris,40
DE,Germany,Andricus sieboldi,asexual,Eurytoma brunniventris,9
DK,Denmark,Andricus sieboldi,asexual,Eurytoma brunniventris,46
ES,Spain,Andricus sieboldi,asexual,Eurytoma brunniventris,8
FR,France,Andricus sieboldi,asexual,Eurytoma brunniventris,54
GB,United Kingdom,Andricus sieboldi,asexual,Eurytoma brunniventris,14
HU,Hungary,Andricus sieboldi,asexual,Eurytoma brunniventris,
UA,Ukraine,Andricus sieboldi,asexual,Torymus erucarum,30
AD,Andorra,Andricus sieboldi,asexual,Torymus formosus,8
DK,Denmark,Andricus sieboldi,asexual,Torymus formosus,
AT,Austria,Andricus sieboldi,asexual,Torymus nobilis,
DE,Germany,Andricus sieboldi,asexual,Torymus nobilis,
DK,Denmark,Andricus sieboldi,asexual,Torymus nobilis,5
ES,Spain,Andricus sieboldi,asexual,Torymus nobilis,222
FR,France,Andricus sieboldi,asexual,Torymus nobilis,6
GB,United Kingdom,Andricus sieboldi,asexual,Torymus nobilis,17
DK,Denmark,Andricus sieboldi,asexual,Torymus scutellaris,4
FR,France,Andricus sieboldi,asexual,Torymus scutellaris,3
AT,Austria,Andricus sieboldi,asexual,Ormyrus nitidulus,23
DK,Denmark,Andricus sieboldi,asexual,Ormyrus nitidulus,33
GB,United Kingdom,Andricus sieboldi,asexual,Ormyrus nitidulus,17
AD,Andorra,Andricus sieboldi,asexual,Arthrolytus ocellus,
DE,Germany,Andricus sieboldi,asexual,Caenacis lauta,
DK,Denmark,Andricus sieboldi,asexual,Caenacis lauta,26
GB,United Kingdom,Andricus sieboldi,asexual,Caenacis lauta,3
AT,Austria,Andricus sieboldi,asexual,Eupelmus spongipartus,
ES,Spain,Andricus sieboldi,asexual,Eupelmus spongipartus,2
ES,Spain,Andricus sieboldi,asexual,Eupelmus urozonus,4
GB,United Kingdom,Andricus sieboldi,asexual,Eupelmus urozonus,1
AT,Austria,Andricus sieboldi,asexual,Eupelmus vesicularis,
DK,Denmark,Andricus sieboldi,asexual,Eupelmus vesicularis,2
ES,Spain,Andricus sieboldi,asexual,Eupelmus vesicularis,3
AT,Austria,Andricus singularis,bisexual,Synergus thaumacerus,1
AT,Austria,Andricus singularis,bisexual,Eurytoma brunniventris,
HU,Hungary,Andricus singularis,bisexual,Eurytoma brunniventris,1
HU,Hungary,Andricus singularis,bisexual,Eurytoma setigera,2
AT,Austria,Andricus singularis,bisexual,Sycophila biguttata,1
HU,Hungary,Andricus singularis,bisexual,Sycophila biguttata,3
AT,Austria,Andricus singularis,bisexual,Megastigmus dorsalis,
AT,Austria,Andricus singularis,bisexual,Torymus cerri,1
FR,France,Andricus singularis,bisexual,Torymus favardi,1
HU,Hungary,Andricus singularis,bisexual,Torymus flavipes,4
HU,Hungary,Andricus singularis,bisexual,Ormyrus nitidulus,1
HU,Hungary,Andricus singularis,bisexual,Ormyrus nitidulus or O. pomaceus,1
AT,Austria,Andricus singularis,bisexual,Mesopolobus amaenus,
HU,Hungary,Andricus singularis,bisexual,Mesopolobus amaenus,10
HU,Hungary,Andricus singularis,bisexual,Mesopolobus tibialis,24
HU,Hungary,Andricus singularis,bisexual,Mesopolobus xanthocerus,8
HU,Hungary,Andricus singularis,bisexual,Eupelmus spongipartus,7
HU,Hungary,Andricus singularis,bisexual,Eupelmus urozonus,4
HU,Hungary,Andricus singularis,bisexual,Aulogymnus arsames,1
HU,Hungary,Andricus singularis,bisexual,Aulogymnus gallarum,2
AT,Austria,Andricus singularis,bisexual,Aulogymnus obscuripes,
HU,Hungary,Andricus singularis,bisexual,Aulogymnus testaceoviridis,29
HU,Hungary,Andricus singularis,bisexual,Aprostocetus cerricola,2
GB,United Kingdom,Andricus solitarius,bisexual,Torymus flavipes,1
AT,Austria,Andricus solitarius,bisexual,Mesopolobus fuscipes,
ES,Spain,Andricus solitarius,bisexual,Mesopolobus mediterraneus,4
ES,Spain,Andricus solitarius,bisexual,Mesopolobus tibialis,21
AT,Austria,Andricus solitarius,bisexual,Mesopolobus xanthocerus,
ES,Spain,Andricus solitarius,bisexual,Mesopolobus xanthocerus,17
NA,,Andricus solitarius,bisexual,Andricus solitarius,
FR,France,Andricus solitarius,bisexual,Ceroptres clavicornis,2
AD,Andorra,Andricus solitarius,bisexual,Synergus facialis,12
AT,Austria,Andricus solitarius,bisexual,Synergus facialis,
DE,Germany,Andricus solitarius,bisexual,Synergus facialis,
ES,Spain,Andricus solitarius,bisexual,Synergus facialis,13
FR,France,Andricus solitarius,bisexual,Synergus facialis,1
GB,United Kingdom,Andricus solitarius,bisexual,Synergus facialis,
HU,Hungary,Andricus solitarius,bisexual,Synergus facialis,1
NL,Netherlands,Andricus solitarius,bisexual,Synergus facialis,
PL,Poland,Andricus solitarius,bisexual,Synergus facialis,
UA,Ukraine,Andricus solitarius,bisexual,Synergus facialis,
NL,Netherlands,Andricus solitarius,bisexual,Synergus pallipes,
UA,Ukraine,Andricus solitarius,bisexual,Synergus pallipes,
AT,Austria,Andricus solitarius,bisexual,Synergus radiatus,
DE,Germany,Andricus solitarius,bisexual,Synergus radiatus,
GB,United Kingdom,Andricus solitarius,bisexual,Synergus radiatus,1
NL,Netherlands,Andricus solitarius,bisexual,Synergus radiatus,
UA,Ukraine,Andricus solitarius,bisexual,Synergus radiatus,
GB,United Kingdom,Andricus solitarius,bisexual,Synergus tibialis,2
AD,Andorra,Andricus solitarius,bisexual,Eurytoma brunniventris,17
AT,Austria,Andricus solitarius,bisexual,Eurytoma brunniventris,
DE,Germany,Andricus solitarius,bisexual,Eurytoma brunniventris,2
ES,Spain,Andricus solitarius,bisexual,Eurytoma brunniventris,30
FR,France,Andricus solitarius,bisexual,Eurytoma brunniventris,13
GB,United Kingdom,Andricus solitarius,bisexual,Eurytoma brunniventris,12
HU,Hungary,Andricus solitarius,bisexual,Eurytoma brunniventris,7
UA,Ukraine,Andricus solitarius,bisexual,Eurytoma brunniventris,4
AT,Austria,Andricus solitarius,bisexual,Eurytoma brunniventris,2
DE,Germany,Andricus solitarius,bisexual,Eurytoma brunniventris,1
FR,France,Andricus solitarius,bisexual,Eurytoma brunniventris,5
HU,Hungary,Andricus solitarius,bisexual,Eurytoma brunniventris,3
UA,Ukraine,Andricus solitarius,bisexual,Eurytoma brunniventris,1
AD,Andorra,Andricus solitarius,bisexual,Sycophila biguttata,1
ES,Spain,Andricus solitarius,bisexual,Sycophila biguttata,1
FR,France,Andricus solitarius,bisexual,Sycophila variegata,1
ES,Spain,Andricus solitarius,bisexual,Megastigmus dorsalis,7
AD,Andorra,Andricus solitarius,bisexual,Ormyrus pomaceus,1
AT,Austria,Andricus solitarius,bisexual,Ormyrus pomaceus,2
DE,Germany,Andricus solitarius,bisexual,Ormyrus pomaceus,2
ES,Spain,Andricus solitarius,bisexual,Ormyrus pomaceus,8
HU,Hungary,Andricus solitarius,bisexual,Ormyrus pomaceus,1
UA,Ukraine,Andricus solitarius,bisexual,Ormyrus pomaceus,4
TR,Turkey,Andricus solitarius,bisexual,Cecidostiba fungosa,2
ES,Spain,Andricus solitarius,bisexual,Hobbya stenonota,1
GB,United Kingdom,Andricus solitarius,bisexual,Mesopolobus amaenus,4
HU,Hungary,Andricus solitarius,bisexual,Mesopolobus amaenus,1
AD,Andorra,Andricus solitarius,bisexual,Mesopolobus sericeus,5
GB,United Kingdom,Andricus solitarius,bisexual,Mesopolobus sericeus,2
AD,Andorra,Andricus solitarius,bisexual,Mesopolobus tibialis,2
NL,Netherlands,Andricus solitarius,bisexual,Mesopolobus xanthocerus,
AD,Andorra,Andricus solitarius,bisexual,Eupelmus spongipartus,1
AT,Austria,Andricus solitarius,bisexual,Eupelmus spongipartus,
BG,Bulgaria,Andricus solitarius,bisexual,Eupelmus spongipartus,4
ES,Spain,Andricus solitarius,bisexual,Eupelmus spongipartus,21
FR,France,Andricus solitarius,bisexual,Eupelmus spongipartus,30
HU,Hungary,Andricus solitarius,bisexual,Eupelmus spongipartus,4
UA,Ukraine,Andricus solitarius,bisexual,Eupelmus spongipartus,4
AD,Andorra,Andricus solitarius,bisexual,Eupelmus urozonus,4
AT,Austria,Andricus solitarius,bisexual,Eupelmus urozonus,
ES,Spain,Andricus solitarius,bisexual,Eupelmus urozonus,10
FR,France,Andricus solitarius,bisexual,Eupelmus urozonus,2
GB,United Kingdom,Andricus solitarius,bisexual,Eupelmus urozonus,1
HU,Hungary,Andricus solitarius,bisexual,Eupelmus urozonus,4
NL,Netherlands,Andricus solitarius,bisexual,Aulogymnus gallarum,
IT,Italy,Andricus solitarius,bisexual,Aulogymnus trilineatus,
IT,Italy,Andricus stefanii,asexual,Synergus umbraculus,
GR,Greece,Andricus stefanii,asexual,Synergus sp.,1
GR,Greece,Andricus stefanii,asexual,Eurytoma adleriae,1
BG,Bulgaria,Andricus stefanii,asexual,Eurytoma brunniventris,3
BG,Bulgaria,Andricus stefanii,asexual,Megastigmus dorsalis,2
IT,Italy,Andricus stefanii,asexual,Ormyrus pomaceus,1
IT,Italy,Andricus sternlichti,asexual,Eurytoma adleriae,2
LB,Lebanon,Andricus sternlichti,asexual,Eurytoma adleriae,2
CZ,Czech Republic,Andricus sternlichti,asexual,Eurytoma brunniventris,2
HU,Hungary,Andricus sternlichti,asexual,Eurytoma brunniventris,2
HU,Hungary,Andricus sternlichti,asexual,Sycophila biguttata,4
HU,Hungary,Andricus sternlichti,asexual,Megastigmus dorsalis,1
AT,Austria,Andricus sternlichti,asexual,Ormyrus nitidulus,8
IT,Italy,Andricus sternlichti,asexual,Ormyrus nitidulus,
TR,Turkey,Andricus sternlichti,asexual,Ormyrus nitidulus,2
AT,Austria,Andricus sternlichti,asexual,Ormyrus pomaceus,
HU,Hungary,Andricus sternlichti,asexual,Caenacis lauta,1
HU,Hungary,Andricus superfetationis,asexual,Synergus umbraculus,2
AT,Austria,Andricus superfetationis,asexual,Eurytoma brunniventris,
HU,Hungary,Andricus superfetationis,asexual,Eurytoma brunniventris,1
AT,Austria,Andricus superfetationis,asexual,Cecidostiba fungosa,
GB,United Kingdom,Andricus testaceipes,bisexual,Ceroptres clavicornis,1
HU,Hungary,Andricus testaceipes,bisexual,Ceroptres clavicornis,7
GB,United Kingdom,Andricus testaceipes,bisexual,Saphonecrus connatus,1
HU,Hungary,Andricus testaceipes,bisexual,Saphonecrus haimi,2
AT,Austria,Andricus testaceipes,bisexual,Synergus apicalis,
DK,Denmark,Andricus testaceipes,bisexual,Synergus apicalis,
GB(2,,Andricus testaceipes,bisexual,Synergus apicalis,2
HU,Hungary,Andricus testaceipes,bisexual,Synergus apicalis,1
PL,Poland,Andricus testaceipes,bisexual,Synergus apicalis,
UA,Ukraine,Andricus testaceipes,bisexual,Synergus apicalis,
GB,United Kingdom,Andricus testaceipes,bisexual,Synergus facialis,7
AT,Austria,Andricus testaceipes,bisexual,Synergus facialis,
HU,Hungary,Andricus testaceipes,bisexual,Synergus facialis,6
AT,Austria,Andricus testaceipes,bisexual,Sycophila biguttata,10
BG,Bulgaria,Andricus testaceipes,bisexual,Sycophila biguttata,1
HU,Hungary,Andricus testaceipes,bisexual,Sycophila biguttata,1
AT,Austria,Andricus testaceipes,bisexual,Sycophila flavicollis,
BG,Bulgaria,Andricus testaceipes,bisexual,Sycophila flavicollis,1
FR,France,Andricus testaceipes,bisexual,Sycophila flavicollis,
HU,Hungary,Andricus testaceipes,bisexual,Sycophila flavicollis,1
HU,Hungary,Andricus testaceipes,bisexual,Sycophila variegata,1
BG,Bulgaria,Andricus testaceipes,bisexual,Megastigmus dorsalis,1
GB,United Kingdom,Andricus testaceipes,bisexual,Megastigmus dorsalis,1
HU,Hungary,Andricus testaceipes,bisexual,Megastigmus dorsalis,6
UA,Ukraine,Andricus testaceipes,bisexual,Megastigmus dorsalis,4
BG,Bulgaria,Andricus testaceipes,bisexual,Ormyrus nitidulus,4
DK,Denmark,Andricus testaceipes,bisexual,Ormyrus nitidulus,1
HU,Hungary,Andricus testaceipes,bisexual,Ormyrus pomaceus,35
UA,Ukraine,Andricus testaceipes,bisexual,Ormyrus pomaceus,3
DK,Denmark,Andricus testaceipes,bisexual,(Pteromalus sp.),1
HU,Hungary,Andricus testaceipes,bisexual,Eupelmus urozonus,3
HU,Hungary,Andricus testaceipes,bisexual,Aprostocetus aethiops,1
UA,Ukraine,Andricus testaceipes,bisexual,Aprostocetus aethiops,1
HU,Hungary,Andricus testaceipes,bisexual,Aprostocetus cerricola,1
HU,Hungary,Andricus testaceipes,bisexual,Baryscapus sp.,1
IT,Italy,Andricus theophrastea,asexual,Ormyrus nitidulus,1
