Per_country,Country,Gall_sp,Status,Parasitoid,Number
HR,Croatia,Andricus quercuscalicis,bisexual,Cecidostiba fungosa,452
HU,Hungary,Andricus quercuscalicis,bisexual,Cecidostiba fungosa,119
IT,Italy,Andricus quercuscalicis,bisexual,Cecidostiba fungosa,104
NL,Netherlands,Andricus quercuscalicis,bisexual,Cecidostiba fungosa,
RO,Romania,Andricus quercuscalicis,bisexual,Cecidostiba fungosa,
SI,Slovenia,Andricus quercuscalicis,bisexual,Cecidostiba fungosa,37
UA,Ukraine,Andricus quercuscalicis,bisexual,Cecidostiba fungosa,8
GB,United Kingdom,Andricus quercuscalicis,bisexual,Cecidostiba semifascia,5
HU,Hungary,Andricus quercuscalicis,bisexual,Cecidostiba semifascia,2
HU,Hungary,Andricus quercuscalicis,bisexual,Hobbya stenonota,1
FR,France,Andricus quercuscalicis,bisexual,Mesopolobus amaenus,1
GB,United Kingdom,Andricus quercuscalicis,bisexual,Mesopolobus amaenus,110
IE,Ireland,Andricus quercuscalicis,bisexual,Mesopolobus amaenus,
AT,Austria,Andricus quercuscalicis,bisexual,Mesopolobus fasciiventris,
FR,France,Andricus quercuscalicis,bisexual,Mesopolobus fasciiventris,1
AT,Austria,Andricus quercuscalicis,bisexual,Mesopolobus sericeus,
DE,Germany,Andricus quercuscalicis,bisexual,Mesopolobus sericeus,1
FR,France,Andricus quercuscalicis,bisexual,Mesopolobus sericeus,1
GB,United Kingdom,Andricus quercuscalicis,bisexual,Mesopolobus sericeus,937
HU,Hungary,Andricus quercuscalicis,bisexual,Mesopolobus sericeus,
IE,Ireland,Andricus quercuscalicis,bisexual,Mesopolobus sericeus,
GB,United Kingdom,Andricus quercuscalicis,bisexual,Mesopolobus tibialis,1
AT,Austria,Andricus quercuscalicis,bisexual,Eupelmus spongipartus,
DE,Germany,Andricus quercuscalicis,bisexual,Eupelmus spongipartus,2
HU,Hungary,Andricus quercuscalicis,bisexual,Eupelmus spongipartus,17
IT,Italy,Andricus quercuscalicis,bisexual,Eupelmus spongipartus,5
RO,Romania,Andricus quercuscalicis,bisexual,Eupelmus spongipartus,1
AT,Austria,Andricus quercuscalicis,bisexual,Eupelmus urozonus,
DE,Germany,Andricus quercuscalicis,bisexual,Eupelmus urozonus,18
FR(1,,Andricus quercuscalicis,bisexual,Eupelmus urozonus,1
GB,United Kingdom,Andricus quercuscalicis,bisexual,Eupelmus urozonus,54
HU,Hungary,Andricus quercuscalicis,bisexual,Eupelmus urozonus,15
IT,Italy,Andricus quercuscalicis,bisexual,Eupelmus urozonus,
RO,Romania,Andricus quercuscalicis,bisexual,Eupelmus urozonus,2
SI,Slovenia,Andricus quercuscalicis,bisexual,Eupelmus urozonus,
GB,United Kingdom,Andricus quercuscalicis,bisexual,Eupelmus vesicularis,11
HU,Hungary,Andricus quercuscalicis,bisexual,Eupelmus vesicularis,1
HU,Hungary,Andricus quercuscalicis,bisexual,Aulogymnus gallarum,5
HU,Hungary,Andricus quercuscalicis,bisexual,Aulogymnus skianeuros,1
AT,Austria,Andricus quercuscalicis,bisexual,Aulogymnus trilineatus,1
CZ,Czech Republic,Andricus quercuscalicis,bisexual,Aulogymnus trilineatus,3
HU,Hungary,Andricus quercuscalicis,bisexual,Aulogymnus trilineatus,12
IT,Italy,Andricus quercuscalicis,bisexual,Aulogymnus trilineatus,1
RO,Romania,Andricus quercuscalicis,bisexual,Aulogymnus trilineatus,
SI,Slovenia,Andricus quercuscalicis,bisexual,Aulogymnus trilineatus,13
UA,Ukraine,Andricus quercuscalicis,bisexual,Aulogymnus trilineatus,3
HU,Hungary,Andricus quercuscalicis,bisexual,Baryscapus ?anasillus,8
HU,Hungary,Andricus quercuscalicis,bisexual,Baryscapus berhidanus,1
IT,Italy,Andricus quercuscalicis,bisexual,Baryscapus berhidanus,37
HU,Hungary,Andricus quercuscalicis,bisexual,Baryscapus ?pallidae,5
DE,Germany,Andricus quercuscalicis,bisexual,Tetrastichinae sp(p).,1
IT,Italy,Andricus quercuscalicis,bisexual,Tetrastichinae sp(p).,5
GB,United Kingdom,Andricus quercuscalicis,bisexual,(Mastrus castaneus),7
GB,United Kingdom,Andricus quercuscalicis,bisexual,(Gelis formicarius),27
HU,Hungary,Andricus quercuscalicis,bisexual,(Ichneumonidae sp.),1
DE,Germany,Andricus quercuscorticis,asexual,Synergus facialis,
GB,United Kingdom,Andricus quercuscorticis,asexual,Synergus facialis,10
AT,Austria,Andricus quercuscorticis,asexual,Synergus incrassatus,
DE,Germany,Andricus quercuscorticis,asexual,Synergus incrassatus,4
ES,Spain,Andricus quercuscorticis,asexual,Synergus incrassatus,46
DK,Denmark,Andricus quercuscorticis,asexual,Synergus incrassatus,
FR,France,Andricus quercuscorticis,asexual,Synergus incrassatus,
GB,United Kingdom,Andricus quercuscorticis,asexual,Synergus incrassatus,
NL,Netherlands,Andricus quercuscorticis,asexual,Synergus incrassatus,
PT,Portugal,Andricus quercuscorticis,asexual,Synergus incrassatus,
UA,Ukraine,Andricus quercuscorticis,asexual,Synergus incrassatus,
ES,Spain,Andricus quercuscorticis,asexual,Eurytoma brunniventris,3
ES,Spain,Andricus quercuscorticis,asexual,Torymus formosus,39
AT,Austria,Andricus quercuscorticis,asexual,Torymus nobilis,
DK,Denmark,Andricus quercuscorticis,asexual,Torymus nobilis,
AT,Austria,Andricus quercuscorticis,asexual,Torymus pleuralis,
AT,Austria,Andricus quercusradicis,bisexual,Ceroptres clavicornis,
DK,Denmark,Andricus quercusradicis,bisexual,Ceroptres clavicornis,
ES,Spain,Andricus quercusradicis,bisexual,Ceroptres clavicornis,6
FR,France,Andricus quercusradicis,bisexual,Ceroptres clavicornis,
GB,United Kingdom,Andricus quercusradicis,bisexual,Ceroptres clavicornis,10
PL,Poland,Andricus quercusradicis,bisexual,Ceroptres clavicornis,
AT,Austria,Andricus quercusradicis,bisexual,Saphonecrus connatus,
DE,Germany,Andricus quercusradicis,bisexual,Saphonecrus connatus,
DK,Denmark,Andricus quercusradicis,bisexual,Saphonecrus connatus,
ES,Spain,Andricus quercusradicis,bisexual,Saphonecrus connatus,43
GB,United Kingdom,Andricus quercusradicis,bisexual,Saphonecrus connatus,6
PL,Poland,Andricus quercusradicis,bisexual,Saphonecrus connatus,
PT,Portugal,Andricus quercusradicis,bisexual,Saphonecrus connatus,
AT,Austria,Andricus quercusradicis,bisexual,Synergus apicalis,
DE,Germany,Andricus quercusradicis,bisexual,Synergus apicalis,
DK,Denmark,Andricus quercusradicis,bisexual,Synergus apicalis,
ES,Spain,Andricus quercusradicis,bisexual,Synergus apicalis,21
FR,France,Andricus quercusradicis,bisexual,Synergus apicalis,
GB,United Kingdom,Andricus quercusradicis,bisexual,Synergus apicalis,55
HU,Hungary,Andricus quercusradicis,bisexual,Synergus apicalis,1
NL,Netherlands,Andricus quercusradicis,bisexual,Synergus apicalis,
PL,Poland,Andricus quercusradicis,bisexual,Synergus apicalis,
UA,Ukraine,Andricus quercusradicis,bisexual,Synergus apicalis,
DE,Germany,Andricus quercusradicis,bisexual,Synergus facialis,
GB,United Kingdom,Andricus quercusradicis,bisexual,Synergus facialis,7
AT,Austria,Andricus quercusradicis,bisexual,Synergus incrassatus,
DE,Germany,Andricus quercusradicis,bisexual,Synergus incrassatus,
DK,Denmark,Andricus quercusradicis,bisexual,Synergus incrassatus,
ES,Spain,Andricus quercusradicis,bisexual,Synergus incrassatus,2
GB,United Kingdom,Andricus quercusradicis,bisexual,Synergus incrassatus,18
NL,Netherlands,Andricus quercusradicis,bisexual,Synergus incrassatus,
PL,Poland,Andricus quercusradicis,bisexual,Synergus incrassatus,
UA,Ukraine,Andricus quercusradicis,bisexual,Synergus incrassatus,
DE,Germany,Andricus quercusradicis,bisexual,Synergus tibialis,
ES,Spain,Andricus quercusradicis,bisexual,Synergus tibialis,333
GB,United Kingdom,Andricus quercusradicis,bisexual,Synergus tibialis,
HU,Hungary,Andricus quercusradicis,bisexual,Synergus tibialis,
UA,Ukraine,Andricus quercusradicis,bisexual,Synergus tibialis,
AD,Andorra,Andricus quercusradicis,bisexual,Eurytoma brunniventris,2
ES,Spain,Andricus quercusradicis,bisexual,Eurytoma brunniventris,2
AD,Andorra,Andricus quercusradicis,bisexual,Sycophila flavicollis,4
ES,Spain,Andricus quercusradicis,bisexual,Sycophila flavicollis,34
GB,United Kingdom,Andricus quercusradicis,bisexual,Sycophila flavicollis,10
AD,Andorra,Andricus quercusradicis,bisexual,Sycophila variegata,5
ES,Spain,Andricus quercusradicis,bisexual,Sycophila variegata,3
GB,United Kingdom,Andricus quercusradicis,bisexual,Sycophila variegata,22
AD,Andorra,Andricus quercusradicis,bisexual,Megastigmus dorsalis,3
AT,Austria,Andricus quercusradicis,bisexual,Megastigmus dorsalis,
DE,Germany,Andricus quercusradicis,bisexual,Megastigmus dorsalis,1
ES,Spain,Andricus quercusradicis,bisexual,Megastigmus dorsalis,26
GB,United Kingdom,Andricus quercusradicis,bisexual,Megastigmus dorsalis,5
AT,Austria,Andricus quercusradicis,bisexual,Ormyrus pomaceus,45
ES,Spain,Andricus quercusradicis,bisexual,Ormyrus pomaceus,10
FR,France,Andricus quercusradicis,bisexual,Ormyrus pomaceus,
GB,United Kingdom,Andricus quercusradicis,bisexual,Ormyrus pomaceus,8
ES,Spain,Andricus quercusradicis,bisexual,Ormyrus pomaceus,1
ES,Spain,Andricus quercusradicis,bisexual,Arthrolytus nanus,15
ES,Spain,Andricus quercusradicis,bisexual,Cecidostiba fungosa,329
ES,Spain,Andricus quercusradicis,bisexual,Eumacepolus obscurior,2
ES,Spain,Andricus quercusradicis,bisexual,Hobbya stenonota,12
GB,United Kingdom,Andricus quercusradicis,bisexual,Mesopolobus amaenus,8
AD,Andorra,Andricus quercusradicis,bisexual,Mesopolobus dubius,
AD,Andorra,Andricus quercusradicis,bisexual,Mesopolobus mediterraneus,
GB,United Kingdom,Andricus quercusradicis,bisexual,Mesopolobus sericeus,1
ES,Spain,Andricus quercusradicis,bisexual,Mesopolobus tarsatus,5
ES,Spain,Andricus quercusradicis,bisexual,Eupelmus aseculatus,1
AD,Andorra,Andricus quercusradicis,bisexual,Eupelmus urozonus,8
AT,Austria,Andricus quercusradicis,bisexual,Eupelmus urozonus,
ES,Spain,Andricus quercusradicis,bisexual,Eupelmus urozonus,8
HU,Hungary,Andricus quercusradicis,bisexual,Eupelmus urozonus,1
ES,Spain,Andricus quercusradicis,bisexual,Eupelmus vesicularis,35
ES,Spain,Andricus quercusradicis,bisexual,(Tetrastichinae sp.),1
NA,,Andricus quercusradicis,bisexual,Andricus quercusradicis,
DE,Germany,Andricus quercusradicis,bisexual,Synergus facialis,
ES,Spain,Andricus quercusradicis,bisexual,Synergus facialis,6
GB,United Kingdom,Andricus quercusradicis,bisexual,Synergus facialis,4
UA,Ukraine,Andricus quercusradicis,bisexual,Synergus facialis,
AD,Andorra,Andricus quercusradicis,bisexual,Synergus incrassatus,
AT,Austria,Andricus quercusradicis,bisexual,Synergus incrassatus,
DE,Germany,Andricus quercusradicis,bisexual,Synergus incrassatus,
ES,Spain,Andricus quercusradicis,bisexual,Synergus incrassatus,118
FR,France,Andricus quercusradicis,bisexual,Synergus incrassatus,
GB,United Kingdom,Andricus quercusradicis,bisexual,Synergus incrassatus,180
NL,Netherlands,Andricus quercusradicis,bisexual,Synergus incrassatus,
PL,Poland,Andricus quercusradicis,bisexual,Synergus incrassatus,
UA,Ukraine,Andricus quercusradicis,bisexual,Synergus incrassatus,
HU,Hungary,Andricus quercusradicis,bisexual,Synergus tibialis,
UA,Ukraine,Andricus quercusradicis,bisexual,Synergus tibialis,
DE,Germany,Andricus quercusradicis,bisexual,Eurytoma adleriae,1
AD,Andorra,Andricus quercusradicis,bisexual,Eurytoma brunniventris,1
AT,Austria,Andricus quercusradicis,bisexual,Eurytoma brunniventris,2
DK,Denmark,Andricus quercusradicis,bisexual,Eurytoma brunniventris,8
AD,Andorra,Andricus quercusradicis,bisexual,Torymus erucarum,18
AT,Austria,Andricus quercusradicis,bisexual,Torymus erucarum,
DE,Germany,Andricus quercusradicis,bisexual,Torymus erucarum,11
DK,Denmark,Andricus quercusradicis,bisexual,Torymus erucarum,
ES,Spain,Andricus quercusradicis,bisexual,Torymus erucarum,25
FR,France,Andricus quercusradicis,bisexual,Torymus erucarum,155
GB,United Kingdom,Andricus quercusradicis,bisexual,Torymus erucarum,348
UA,Ukraine,Andricus quercusradicis,bisexual,Torymus erucarum,47
GB,United Kingdom,Andricus quercusradicis,bisexual,Torymus flavipes,5
DE,Germany,Andricus quercusradicis,bisexual,Torymus formosus,
DK,Denmark,Andricus quercusradicis,bisexual,Torymus formosus,
GB,United Kingdom,Andricus quercusradicis,bisexual,Torymus formosus,29
IE,Ireland,Andricus quercusradicis,bisexual,Torymus formosus,1
GB,United Kingdom,Andricus quercusradicis,bisexual,Torymus geranii,1
AD,Andorra,Andricus quercusradicis,bisexual,Torymus nobilis,92
AT,Austria,Andricus quercusradicis,bisexual,Torymus nobilis,
DE,Germany,Andricus quercusradicis,bisexual,Torymus nobilis,
DK,Denmark,Andricus quercusradicis,bisexual,Torymus nobilis,5
ES,Spain,Andricus quercusradicis,bisexual,Torymus nobilis,37
FR,France,Andricus quercusradicis,bisexual,Torymus nobilis,4
GB,United Kingdom,Andricus quercusradicis,bisexual,Torymus nobilis,13
GB,United Kingdom,Andricus quercusradicis,bisexual,Torymus roboris,2
DK,Denmark,Andricus quercusradicis,bisexual,Torymus scutellaris,4
FR,France,Andricus quercusradicis,bisexual,Torymus scutellaris,2
GB,United Kingdom,Andricus quercusradicis,bisexual,Torymus scutellaris,89
DK,Denmark,Andricus quercusradicis,bisexual,Ormyrus nitidulus,8
DK,Denmark,Andricus quercusradicis,bisexual,Caenacis lauta,8
GB,United Kingdom,Andricus quercusradicis,bisexual,Caenacis lauta,2
DE,Germany,Andricus quercusradicis,bisexual,Cecidostiba geganius,12
ES,Spain,Andricus quercusradicis,bisexual,Cecidostiba geganius,92
FR,France,Andricus quercusradicis,bisexual,Cecidostiba geganius,100
GB,United Kingdom,Andricus quercusradicis,bisexual,Cecidostiba geganius,8
GB,United Kingdom,Andricus quercusradicis,bisexual,Mesopolobus sericeus,2
AT,Austria,Andricus quercusradicis,bisexual,Eupelmus spongipartus,
DK,Denmark,Andricus quercusradicis,bisexual,Eupelmus vesicularis,2
AT,Austria,Andricus quercusramuli,bisexual,Ceroptres clavicornis,2
GB,United Kingdom,Andricus quercusramuli,bisexual,Ceroptres clavicornis,2
HU,Hungary,Andricus quercusramuli,bisexual,Ceroptres clavicornis,
ES,Spain,Andricus quercusramuli,bisexual,Ceroptres clavicornis,
AT,Austria,Andricus quercusramuli,bisexual,Synergus facialis,
DE,Germany,Andricus quercusramuli,bisexual,Synergus facialis,
ES,Spain,Andricus quercusramuli,bisexual,Synergus facialis,12
GB,United Kingdom,Andricus quercusramuli,bisexual,Synergus facialis,
HU,Hungary,Andricus quercusramuli,bisexual,Synergus facialis,2
NL,Netherlands,Andricus quercusramuli,bisexual,Synergus facialis,
PL,Poland,Andricus quercusramuli,bisexual,Synergus facialis,
PT,Portugal,Andricus quercusramuli,bisexual,Synergus facialis,
UA,Ukraine,Andricus quercusramuli,bisexual,Synergus facialis,
AT,Austria,Andricus quercusramuli,bisexual,Synergus pallipes,
FR,France,Andricus quercusramuli,bisexual,Synergus pallipes,14
AT,Austria,Andricus quercusramuli,bisexual,Synergus radiatus,
DE,Germany,Andricus quercusramuli,bisexual,Synergus radiatus,
NL,Netherlands,Andricus quercusramuli,bisexual,Synergus radiatus,
UA,Ukraine,Andricus quercusramuli,bisexual,Synergus radiatus,
ES,Spain,Andricus quercusramuli,bisexual,Eurytoma adleriae,2
HU,Hungary,Andricus quercusramuli,bisexual,Eurytoma adleriae,1
RO,Romania,Andricus quercusramuli,bisexual,Eurytoma brunniventris,
AT,Austria,Andricus quercusramuli,bisexual,Sycophila biguttata,353
ES,Spain,Andricus quercusramuli,bisexual,Sycophila biguttata,760
FR,France,Andricus quercusramuli,bisexual,Sycophila biguttata,18
GB,United Kingdom,Andricus quercusramuli,bisexual,Sycophila biguttata,2
HU,Hungary,Andricus quercusramuli,bisexual,Sycophila biguttata,199
RO,Romania,Andricus quercusramuli,bisexual,Sycophila biguttata,153
SE,Sweden,Andricus quercusramuli,bisexual,Sycophila biguttata,
ES,Spain,Andricus quercusramuli,bisexual,Megastigmus dorsalis,2
HU,Hungary,Andricus quercusramuli,bisexual,Torymus auratus,1
AD,Andorra,Andricus quercusramuli,bisexual,Torymus flavipes,2
AT,Austria,Andricus quercusramuli,bisexual,Torymus flavipes,
DE,Germany,Andricus quercusramuli,bisexual,Torymus flavipes,
ES,Spain,Andricus quercusramuli,bisexual,Torymus flavipes,92
FR,France,Andricus quercusramuli,bisexual,Torymus flavipes,9
GB,United Kingdom,Andricus quercusramuli,bisexual,Torymus flavipes,9
HU,Hungary,Andricus quercusramuli,bisexual,Torymus flavipes,444
PL,Poland,Andricus quercusramuli,bisexual,Torymus flavipes,
RO,Romania,Andricus quercusramuli,bisexual,Torymus flavipes,70
HU,Hungary,Andricus quercusramuli,bisexual,Torymus flavipes,1
NL,Netherlands,Andricus quercusramuli,bisexual,Torymus flavipes,
ES,Spain,Andricus quercusramuli,bisexual,Ormyrus pomaceus,7
HU,Hungary,Andricus quercusramuli,bisexual,Ormyrus pomaceus,3
ES,Spain,Andricus quercusramuli,bisexual,Ormocerus latus,174
RO,Romania,Andricus quercusramuli,bisexual,Ormocerus latus,5
ES,Spain,Andricus quercusramuli,bisexual,Ormocerus vernalis,1
ES,Spain,Andricus quercusramuli,bisexual,Cecidostiba fungosa,133
GB,United Kingdom,Andricus quercusramuli,bisexual,Cecidostiba fungosa,2
HU,Hungary,Andricus quercusramuli,bisexual,Cecidostiba fungosa,18
RO,Romania,Andricus quercusramuli,bisexual,Cecidostiba fungosa,17
UA,Ukraine,Andricus quercusramuli,bisexual,Cecidostiba fungosa,6
ES,Spain,Andricus quercusramuli,bisexual,Cecidostiba semifascia,2
UA,Ukraine,Andricus quercusramuli,bisexual,Cecidostiba semifascia,1
AT,Austria,Andricus quercusramuli,bisexual,Hobbya stenonota,
ES,Spain,Andricus quercusramuli,bisexual,Hobbya stenonota,74
HU,Hungary,Andricus quercusramuli,bisexual,Hobbya stenonota,6
UA,Ukraine,Andricus quercusramuli,bisexual,Hobbya stenonota,3
RO,Romania,Andricus quercusramuli,bisexual,Mesopolobus albitarsus,27
UA,Ukraine,Andricus quercusramuli,bisexual,Mesopolobus albitarsus,1
HU,Hungary,Andricus quercusramuli,bisexual,Mesopolobus amaenus,7
NL,Netherlands,Andricus quercusramuli,bisexual,Mesopolobus amaenus,
ES,Spain,Andricus quercusramuli,bisexual,Mesopolobus dubius,7
NL,Netherlands,Andricus quercusramuli,bisexual,Mesopolobus dubius,
DE,Germany,Andricus quercusramuli,bisexual,Mesopolobus fasciiventris,
RO,Romania,Andricus quercusramuli,bisexual,Mesopolobus fasciiventris,5
ES,Spain,Andricus quercusramuli,bisexual,Mesopolobus mediterraneus,12
AT,Austria,Andricus quercusramuli,bisexual,Mesopolobus tibialis,
ES,Spain,Andricus quercusramuli,bisexual,Mesopolobus tibialis,6
HU,Hungary,Andricus quercusramuli,bisexual,Mesopolobus tibialis,27
RO,Romania,Andricus quercusramuli,bisexual,Mesopolobus tibialis,1
SE,Sweden,Andricus quercusramuli,bisexual,Mesopolobus tibialis,
AD,Andorra,Andricus quercusramuli,bisexual,Mesopolobus xanthocerus,16
AT,Austria,Andricus quercusramuli,bisexual,Mesopolobus xanthocerus,
ES,Spain,Andricus quercusramuli,bisexual,Mesopolobus xanthocerus,571
GB,United Kingdom,Andricus quercusramuli,bisexual,Mesopolobus xanthocerus,10
HU,Hungary,Andricus quercusramuli,bisexual,Mesopolobus xanthocerus,356
NL,Netherlands,Andricus quercusramuli,bisexual,Mesopolobus xanthocerus,
UA,Ukraine,Andricus quercusramuli,bisexual,Mesopolobus xanthocerus,10
AT,Austria,Andricus quercusramuli,bisexual,Eupelmus spongipartus,
ES,Spain,Andricus quercusramuli,bisexual,Eupelmus spongipartus,1
HU,Hungary,Andricus quercusramuli,bisexual,Eupelmus spongipartus,23
UA,Ukraine,Andricus quercusramuli,bisexual,Eupelmus spongipartus,3
AT,Austria,Andricus quercusramuli,bisexual,Eupelmus urozonus,
ES,Spain,Andricus quercusramuli,bisexual,Eupelmus urozonus,9
HU,Hungary,Andricus quercusramuli,bisexual,Eupelmus urozonus,3
RO,Romania,Andricus quercusramuli,bisexual,Eupelmus urozonus,81
RO,Romania,Andricus quercusramuli,bisexual,Aulogymnus arsames,19
AD,Andorra,Andricus quercusramuli,bisexual,Aulogymnus gallarum,1
AT,Austria,Andricus quercusramuli,bisexual,Aulogymnus gallarum,
ES,Spain,Andricus quercusramuli,bisexual,Aulogymnus gallarum,114
FR,France,Andricus quercusramuli,bisexual,Aulogymnus gallarum,12
GB,United Kingdom,Andricus quercusramuli,bisexual,Aulogymnus gallarum,66
HU,Hungary,Andricus quercusramuli,bisexual,Aulogymnus gallarum,987
PL,Poland,Andricus quercusramuli,bisexual,Aulogymnus gallarum,
RO,Romania,Andricus quercusramuli,bisexual,Aulogymnus gallarum,19
SE,Sweden,Andricus quercusramuli,bisexual,Aulogymnus gallarum,
UA,Ukraine,Andricus quercusramuli,bisexual,Aulogymnus gallarum,12
HU,Hungary,Andricus quercusramuli,bisexual,Aulogymnus skianeuros,13
IE,Ireland,Andricus quercusramuli,bisexual,Aulogymnus skianeuros,4
NL,Netherlands,Andricus quercusramuli,bisexual,Aulogymnus skianeuros,
RO,Romania,Andricus quercusramuli,bisexual,Aulogymnus skianeuros,7
RO,Romania,Andricus quercusramuli,bisexual,Aulogymnus testaceoviridis,298
HU,Hungary,Andricus quercusramuli,bisexual,Aprostocetus aethiops,4
RO,Romania,Andricus quercusramuli,bisexual,Aprostocetus domenichinii,32
RO,Romania,Andricus quercusramuli,bisexual,(Diadegma sp.),
HU,Hungary,Andricus quercusramuli,bisexual,(Ichneumonidae sp.),1
NA,,Andricus quercusramuli,bisexual,Andricus quercusramuli,
PT,Portugal,Andricus quercusramuli,bisexual,Saphonecrus connatus,
HU,Hungary,Andricus quercusramuli,bisexual,Synergus facialis,
NL,Netherlands,Andricus quercusramuli,bisexual,Synergus facialis,
AT,Austria,Andricus quercusramuli,bisexual,Synergus pallipes,
DE,Germany,Andricus quercusramuli,bisexual,Synergus pallipes,
NL,Netherlands,Andricus quercusramuli,bisexual,Synergus pallipes,
UA,Ukraine,Andricus quercusramuli,bisexual,Synergus pallipes,
DE,Germany,Andricus quercusramuli,bisexual,Synergus radiatus,
UA,Ukraine,Andricus quercusramuli,bisexual,Synergus radiatus,
DE,Germany,Andricus quercusramuli,bisexual,Synergus tibialis,
GB,United Kingdom,Andricus quercusramuli,bisexual,Synergus tibialis,3
GB,United Kingdom,Andricus quercusramuli,bisexual,Mesopolobus sericeus,10
DZ,Algeria,Andricus quercustozae,asexual,Ceroptres clavicornis,
ES,Spain,Andricus quercustozae,asexual,Ceroptres clavicornis,15
ES,Spain,Andricus quercustozae,asexual,Saphonecrus connatus,3
PT,Portugal,Andricus quercustozae,asexual,Saphonecrus connatus,
ES,Spain,Andricus quercustozae,asexual,Synergus facialis,2
FR,France,Andricus quercustozae,asexual,Synergus facialis,3
DZ,Algeria,Andricus quercustozae,asexual,Synergus hayneanus,
ES,Spain,Andricus quercustozae,asexual,Synergus hayneanus,226
HU,Hungary,Andricus quercustozae,asexual,Synergus hayneanus,63
AT,Austria,Andricus quercustozae,asexual,Synergus pallicornis,
ES,Spain,Andricus quercustozae,asexual,Synergus pallicornis,
GR,Greece,Andricus quercustozae,asexual,Synergus pallicornis,
ES,Spain,Andricus quercustozae,asexual,Synergus pallidipennis,90
HU,Hungary,Andricus quercustozae,asexual,Synergus pallidipennis,7
AT,Austria,Andricus quercustozae,asexual,Synergus pallipes,
AT,Austria,Andricus quercustozae,asexual,Synergus reinhardi,
ES,Spain,Andricus quercustozae,asexual,Synergus reinhardi,2
ES,Spain,Andricus quercustozae,asexual,Synergus umbraculus,159
FR,France,Andricus quercustozae,asexual,Synergus umbraculus,
HU,Hungary,Andricus quercustozae,asexual,Synergus umbraculus,22
IT,Italy,Andricus quercustozae,asexual,Synergus umbraculus,
PT,Portugal,Andricus quercustozae,asexual,Synergus umbraculus,
BG,Bulgaria,Andricus quercustozae,asexual,(Brachymeria tibialis),19
AT,Austria,Andricus quercustozae,asexual,Eurytoma brunniventris,
BG,Bulgaria,Andricus quercustozae,asexual,Eurytoma brunniventris,5
CH,Switzerland,Andricus quercustozae,asexual,Eurytoma brunniventris,
ES,Spain,Andricus quercustozae,asexual,Eurytoma brunniventris,184
FR,France,Andricus quercustozae,asexual,Eurytoma brunniventris,15
GR,Greece,Andricus quercustozae,asexual,Eurytoma brunniventris,
HR,Croatia,Andricus quercustozae,asexual,Eurytoma brunniventris,
HU,Hungary,Andricus quercustozae,asexual,Eurytoma brunniventris,5
IT,Italy,Andricus quercustozae,asexual,Eurytoma brunniventris,1
PT,Portugal,Andricus quercustozae,asexual,Eurytoma brunniventris,5
TR,Turkey,Andricus quercustozae,asexual,Eurytoma brunniventris,1
AT,Austria,Andricus quercustozae,asexual,Sycophila biguttata,10
BG,Bulgaria,Andricus quercustozae,asexual,Sycophila biguttata,5
CH,Switzerland,Andricus quercustozae,asexual,Sycophila biguttata,
ES,Spain,Andricus quercustozae,asexual,Sycophila biguttata,5
FR,France,Andricus quercustozae,asexual,Sycophila biguttata,3
GR,Greece,Andricus quercustozae,asexual,Sycophila biguttata,2
HU,Hungary,Andricus quercustozae,asexual,Sycophila biguttata,46
IT,Italy,Andricus quercustozae,asexual,Sycophila biguttata,
YU,Yugoslavia,Andricus quercustozae,asexual,Sycophila biguttata,3
ES,Spain,Andricus quercustozae,asexual,Sycophila iracemae,2
ES,Spain,Andricus quercustozae,asexual,Sycophila variegata,1
HR,Croatia,Andricus quercustozae,asexual,Sycophila variegata,1
BG,Bulgaria,Andricus quercustozae,asexual,Megastigmus dorsalis,1
ES,Spain,Andricus quercustozae,asexual,Megastigmus dorsalis,13
GR,Greece,Andricus quercustozae,asexual,Pujade-Villar 2003),2
TR,Turkey,Andricus quercustozae,asexual,Pujade-Villar 2003),5
AT,Austria,Andricus quercustozae,asexual,Megastigmus stigmatizans,
BG,Bulgaria,Andricus quercustozae,asexual,Megastigmus stigmatizans,24
ES,Spain,Andricus quercustozae,asexual,Megastigmus stigmatizans,17
FR,France,Andricus quercustozae,asexual,Megastigmus stigmatizans,2
GR,Greece,Andricus quercustozae,asexual,Megastigmus stigmatizans,
HU,Hungary,Andricus quercustozae,asexual,Megastigmus stigmatizans,2
MA,Morocco,Andricus quercustozae,asexual,Megastigmus stigmatizans,5
AT,Austria,Andricus quercustozae,asexual,Torymus auratus,
BG,Bulgaria,Andricus quercustozae,asexual,Torymus auratus,1
ES,Spain,Andricus quercustozae,asexual,Torymus auratus,109
FR,France,Andricus quercustozae,asexual,Torymus auratus,2
HU,Hungary,Andricus quercustozae,asexual,Torymus auratus,2
MA,Morocco,Andricus quercustozae,asexual,Torymus auratus,1
BG,Bulgaria,Andricus quercustozae,asexual,(Torymus calcaratus),2
ES,Spain,Andricus quercustozae,asexual,(Torymus calcaratus),2
TR,Turkey,Andricus quercustozae,asexual,(Torymus calcaratus),2
BG,Bulgaria,Andricus quercustozae,asexual,(Torymus calcaratus),1
CH,Switzerland,Andricus quercustozae,asexual,(Torymus calcaratus),
DZ,Algeria,Andricus quercustozae,asexual,(Torymus calcaratus),
HU,Hungary,Andricus quercustozae,asexual,(Torymus calcaratus),10
