"species","family","plant","plantPart","noHosts","hostType","impact"
"Glyphipterix forsterella","Glyphipterigida" 19","Carex vulpina","fruits/seeds","monophagous","-","-"
"Glyphipterix fuscoviridella","Glyphipterigida" 18","Luzula campestris","stems","monophagous","-","I"
"Glyphipterix linneella","Glyphipterigidae","Tilia cordata","bark","","-",""
"Glyphipterix simpliciella","Glyphipterigida" 19","Dactylis glomerata","flowers,fruit/seeds,stems","oligophagous","principal","-"
"Glyphipterix simpliciella","Glyphipterigida" 19","Festuca arundinacea","fruits/seeds","oligophagous","-","-"
"Glyphipterix simpliciella","Glyphipterigida" 19","Festuca elatior","fruits/seeds","oligophagous","-","-"
"Glyphipteryx lathamella","Cosmopterisidae","Salix alba","bark","monophagous","-","-"
"Glyphipteryx linneella","Cosmopterisidae","Tilia cordata","bark","monophagous","-","-"
"Glyphipteryx linneella","Cosmopterisidae","Tilia platyphyllos","bark","monophagous","-","-"
"Gnophos obscuratus","Lepidoptera","Armeria maritima","flowers","","-",""
"Gonepteryx rhamni","Pieridae","Frangula alnus","leaves","oligophagous","subsidiary","-"
"Gonepteryx rhamni","Pieridae","Rhamnus cathartica","leaves","oligophagous","subsidiary","-"
"Goniodoma limoniella","Coleophoridae","Limonium vulgare","fruits/seeds","monophagous","-","-"
"Goniodoma limoniella","Coleophoridae","Limonium vulgare","stems","monophagous","-","-"
"Gortyna borelii","Noctuidae","Peucedanum officinale","roots,stems","monophagous","-","-"
"Gortyna flavago","Noctuidae","Arctium lappa","stems","polyphagous","principal","-"
"Gortyna flavago","Noctuidae","Cirsium vulgare","stems","Polyphagous","-",""
"Gracilia minuta","Cerambycidae","Betula pendula","woody parts","Polyphagous","-",""
"Gracilia minuta","Cerambycidae","Betula pubescens","woody parts","Polyphagous","-",""
"Grammoptera ruficornis","Cerambycidae","Hedera helix","-","","-",""
"Graphiphora augur","Noctuidae","Betula pendula","-","Polyphagous","-",""
"Graphiphora augur","Noctuidae","Betula pubescens","-","Polyphagous","-",""
"Graphocephala fennahi","Cicadellidae","Rhododendron ponticum","-","oligophagous","principal","-"
"Grapholita tenebrosana","Tortricidae","Rosa rugosa","fruit","","-",""
"Graptopeltus lynceus","Lygaeidae","Cynoglossum officinale","-","","-",""
"Gronops lunatus","Curculionidae","Spergularia rubra","-","oligophagous","principal","-"
"Gymnancyla canella","Pyralidae","Salsola kali","fruits/seeds","oligophagous","principal","-"
"Gymnetron antirrhini","Curculionidae","Linaria vulgaris","fruits/seeds","oligophagous","principal","I"
"Gymnetron beccabungae","Curculionidae","Veronica beccabunga","fruits/seeds","monophagous","principal","-"
"Gymnetron collinum","Curculionidae","Linaria vulgaris","roots","monophagous","principal","I"
"Gymnetron labile","Curculionidae","Plantago lanceolata","stems","oligophagous","principal","-"
"Gymnetron linariae","Curculionidae","Linaria vulgaris","roots","monophagous","principal","I"
"Gymnetron melanarium","Curculionidae","Veronica chamaedrys","-","oligophagous","principal","-"
"Gymnetron pascuorum","Curculionidae","Plantago lanceolata","fruits/seeds","monophagous","principal","-"
"Gymnetron veronicae","Curculionidae","Veronica anagallis-aquatica","-","oligophagous","principal","-"
"Gymnetron veronicae","Curculionidae","Veronica scutellata","-","oligophagous","principal","-"
"Gymnetron villosulum","Curculionidae","Veronica anagallis-aquatica","flowers","oligophagous","principal","-"
"Gymnetron villosulum","Curculionidae","Veronica scutellata","fruits/seeds","oligophagous","principal","-"
"Gypsonoma aceriana","Tortricidae","Populus alba","leaves,shoots","monophagous","-","I"
"Gypsonoma aceriana","Tortricidae","Populus nigra","leaves,shoots","monophagous","-","-"
"Gypsonoma minutana","Tortricidae","Populus alba","leaves","monophagous","-","I"
"Gypsonoma nitidulana","Tortricidae","Populus tremula","leaves","monophagous","-","-"
"Gypsonoma oppressana","Tortricidae","Populus alba","buds,leaves","monophagous","-","-"
"Gypsonoma oppressana","Tortricidae","Populus alba","shoots","monophagous","-","-"
"Gypsonoma oppressana","Tortricidae","Populus nigra","flower buds","monophagous","-","-"
"Gypsonoma sociana","Tortricidae","Populus tremula","flowers","oligophagous","-","I"
"Gypsonoma sociana","Tortricidae","Populus nigra","buds","oligophagous","-","I"
"Gypsonoma sociana","Tortricidae","Populus nigra","flowers","oligophagous","-","I"
"Gypsonoma sociana","Tortricidae","Populus nigra","stems","oligophagous","-","I"
"Hada nana","Noctuidae","Pilosella officinarum","roots","","-",""
"Hada nana","Noctuidae","Hieracium pilosella","roots","","-",""
"Hadena albimacula","Noctuidae","Silene nutans","fruits/seeds","monophagous","-","-"
"Hadena bicruris","Noctuidae","Silene dioica","fruits/seeds","oligophagous","subsidiary","-"
"Hadena bicruris","Noctuidae","Silene otites","fruits/seeds","oligophagous","subsidiary","-"
"Hadena caesia","Noctuidae","Silene uniflora","-","monophagous","-","-"
"Hadena caesia","Noctuidae","Silene maritima","-","monophagous","-","-"
"Hadena caesia","Noctuidae","Silene vulgaris subsp. maritima","-","monophagous","-","-"
"Hadena confusa","Noctuidae","Silene otites","fruits/seeds","oligophagous","subsidiary","-"
"Hadena luteago","Noctuidae","Spergularia rupicola","roots,stems","oligophagous","principal","-"
"Hadena perplexa","Noctuidae","Silene otites","fruits/seeds","oligophagous","principal","-"
"Hadena rivularis","Noctuidae","Silene otites","fruits/seeds","oligophagous","principal","-"
"Hadena scabriuscula","Noctuidae","Persicaria amphibia","-","polyphagous","-",""
"Hadena scabriuscula","Noctuidae","Polygonum amphibium","-","polyphagous","-",""
"Halidamia affinis","Tenthredinidae","Galium aparine","leaves,stems","Oligophagous","-",""
"Hamearis lucina","Nemeobiidae","Primula veris","leaves","oligophagous","subsidiary","-"
"Haplothrips distinguendus","Thysanoptera","Cirsium vulgare","flowers","","-",""
"Haplothrips statices","Thysanoptera","Armeria maritima","-","","-","+"
"Harpyia bicuspis","Notodontidae","Betula pendula","-","Polyphagous","-",""
"Harpyia bicuspis","Notodontidae","Betula pubescens","-","Polyphagous","-",""
"Hartigia nigra","Cephidae","Rosa rugosa","stems","","-",""
"Hauptidia maroccana","Cicadellidae","Digitalis purpurea","leaves","oligophagous","principal","-"
"Hauptidia maroccana","Cicadellidae","Scrophularia nodosa","-","oligophagous","subsidiary","-"
"Hauptidia maroccana","Cicadellidae","Silene dioica","leaves","oligophagous","principal","-"
"Hayhurstia atriplicis","Aphididae","Atriplex glabriuscula","leaves","monophagous","-","-"
"Hayhurstia atriplicis","Aphididae","Atriplex littoralis","leaves","monophagous","-","-"
"Hayhurstia atriplicis","Aphididae","Atriplex patula","leaves","monophagous","-","-"
"Hayhurstia atriplicis","Aphididae","Atriplex portulacoides","leaves","monophagous","-","-"
"Hayhurstia atriplicis","Aphididae","Chenopodium album","leaves","monophagous","-","-"
"Hayhurstia atriplicis","Aphididae","Chenopodium glaucum","leaves","monophagous","-","-"
"Hayhurstia atriplicis","Aphididae","Chenopodium hybridum","leaves","monophagous","-","-"
"Hayhurstia atriplicis","Aphididae","Chenopodium murale","leaves","monophagous","-","-"
"Hayhurstia atriplicis","Aphididae","Chenopodium polyspermum","leaves","monophagous","-","-"
"Hayhurstia atriplicis","Aphididae","Chenopodium urbicum","leaves","monophagous","-","-"
"Hayhurstia atriplicis","Aphididae","Chenopodium vulvaria","leaves","monophagous","-","-"
"Hayhurstia atriplicis","Aphididae","Chenopodium reticulatum","leaves","monophagous","-","-"
"Hayhurstia atriplicis","Aphididae","Halimione portulacoides","leaves","monophagous","-","-"
"Hecatera bicolorata","Noctuidae","Pilosella officinarum","flowers,fruits/seeds","","-",""
"Hecatera bicolorata","Noctuidae","Hieracium pilosella","flowers,fruits/seeds","","-",""
"Hecatera dysodea","Noctuidae","Lactuca saligna","fruits/seeds","oligophagous","subsidiary","-"
"Hecatera dysodea","Noctuidae","Lactuca serriola","fruits/seeds","oligophagous","subsidiary","-"
"Hecatera dysodea","Noctuidae","Lactuca virosa","fruits/seeds","oligophagous","subsidiary","-"
"Hedobia imperialis","Anobiidae","Tilia cordata","bark","Number of Hosts","Host type","Significant Impact"
"Hedya atropunctana","Tortricidae","Myrica gale","leaves","polyphagous","-","I"
"Hedya dimidioalba","Tortricidae","Crataegus laevigata","flowers,leaves,shoots","oligophagous","principal","-"
"Hedya dimidioalba","Tortricidae","Crataegus monogyna","flowers,leaves,shoots","oligophagous","principal","-"
"Hedya dimidioalba","Tortricidae","Prunus avium","buds","oligophagous","-","-"
"Hedya dimidioalba","Tortricidae","Prunus avium","flower buds","oligophagous","-","-"
"Hedya dimidioalba","Tortricidae","Prunus avium","flowers","oligophagous","-","-"
"Hedya dimidioalba","Tortricidae","Prunus avium","leaves","oligophagous","-","-"
"Hedya dimidioalba","Tortricidae","Prunus avium","shoots","oligophagous","-","-"
"Hedya dimidioalba","Tortricidae","Prunus domestica","flower buds","oligophagous","-","-"
"Hedya dimidioalba","Tortricidae","Prunus spinosa","buds","oligophagous","-","-"
"Hedya dimidioalba","Tortricidae","Prunus spinosa","flower buds","oligophagous","-","-"
"Hedya dimidioalba","Tortricidae","Prunus spinosa","flowers","oligophagous","-","-"
"Hedya dimidioalba","Tortricidae","Prunus spinosa","leaves","oligophagous","-","-"
"Hedya dimidioalba","Tortricidae","Prunus spinosa","shoots","oligophagous","-","-"
"Hedya dimidioalba","Tortricidae","Malus sylvestris","flower buds","oligophagous","-","-"
"Hedya dimidioalba","Tortricidae","Malus sylvestris","flowers","oligophagous","-","-"
"Hedya dimidioalba","Tortricidae","Malus sylvestris","leaves","oligophagous","-","-"
"Hedya dimidioalba","Tortricidae","Malus sylvestris","shoots","oligophagous","-","-"
"Hedya dimidioalba","Tortricidae","Crataegus oxyacanthoides","flowers,leaves,shoots","oligophagous","principal","-"
"Hedya dimidioalba","Tortricidae","Prunus insititia","flower buds","oligophagous","-","-"
"Hedya ochroleucana","Tortricidae","Malus sylvestris","shoots","oligophagous","subsidiary","-"
"Hedya ochroleucana","Tortricidae","Rosa canina","leaves","oligophagous","principal","-"
"Hedya ochroleucana","Tortricidae","Rosa rugosa","leaves","","-",""
"Hedya ochroleucana","Tortricidae","Rosa corymbifera","leaves","oligophagous","principal","-"
"Hedya ochroleucana","Tortricidae","Rosa squarrosa","leaves","oligophagous","principal","-"
"Hedya pruniana","Tortricidae","Prunus avium","leaves","oligophagous","-","I"
"Hedya pruniana","Tortricidae","Prunus avium","shoots","oligophagous","-","I"
"Hedya pruniana","Tortricidae","Prunus domestica","leaves","polyphagous","-","I"
"Hedya pruniana","Tortricidae","Prunus domestica","shoots","polyphagous","-","I"
"Hedya pruniana","Tortricidae","Prunus spinosa","leaves","oligophagous","principal","I"
"Hedya pruniana","Tortricidae","Prunus spinosa","shoots","oligophagous","principal","I"
"Hedya pruniana","Tortricidae","Taxus baccata","","","-","+"
"Hedya pruniana","Tortricidae","Malus sylvestris","leaves","oligophagous","subsidiary","-"
"Hedya pruniana","Tortricidae","Malus sylvestris","shoots","oligophagous","subsidiary","-"
"Hedya pruniana","Tortricidae","Prunus insititia","leaves","polyphagous","-","I"
"Hedya pruniana","Tortricidae","Prunus insititia","shoots","polyphagous","-","I"
"Hedya salicella","Tortricidae","Salix alba","leaves","oligophagous","principal","I"
"Hedya salicella","Tortricidae","Populus nigra","leaves","oligophagous","subsidiary","-"
"Heliothis maritima","Noctuidae","Erica tetralix","flowers","oligophagous","principal","-"
"Heliothis peltigera","Noctuidae","Senecio viscosus","flowers","oligophagous","principal","-"
"Heliothis peltigera","Noctuidae","Tripleurospermum inodorum","-","","-",""
"Heliothis peltigera","Noctuidae","Matricaria perforata","-","","-",""
"Heliothis peltigera","Noctuidae","Tripleurospermum maritimum subsp. inodorum","-","","-",""
"Heliozela hammoniella","Heliozeoidae","Betula pendula","leaves,woody parts","Monophagous","-",""
"Heliozela hammoniella","Heliozeoidae","Betula pubescens","leaves,woody parts","Monophagous","-",""
"Heliozela resplendella","Heliozelidae","Alnus glutinosa","leaves","monophagous","-","-"
"Heliozela sericiella","Heliozelidae","Quercus petraea","bark","monophagous","-","-"
"Heliozela sericiella","Heliozelidae","Quercus petraea","leaves","monophagous","-","-"
"Heliozela sericiella","Heliozelidae","Quercus robur","bark","monophagous","-","-"
"Heliozela sericiella","Heliozelidae","Quercus robur","leaves","monophagous","-","-"
"Hemaris fuciformis","Sphingidae","Lonicera periclymenum","leaves","monophagous","-","-"
"Hemaris tityus","Sphingidae","Succisa pratensis","leaves","monophagous","-","-"
"Hemaris tityus","Sphingidae","Scabiosa pratensis","leaves","monophagous","-","-"
"Hemaris tityus","Sphingidae","Scabiosa succisa","leaves","monophagous","-","-"
"Hemiberlesia lataniae","Diaspididae","Hedera helix","-","","-",""
"Hemichroa australis","Tenthredinidae","Betula pendula","leaves","Oligophagous","principal",""
"Hemichroa australis","Tenthredinidae","Betula pubescens","leaves","Oligophagous","principal",""
"Hemichroa crocea","Tenthredinidae","Betula pendula","leaves","Oligophagous","principal",""
"Hemichroa crocea","Tenthredinidae","Betula pubescens","leaves","Oligophagous","principal",""
"Hemistola chrysoprasaria","Geometridae","Clematis vitalba","leaves","monophagous","-","-"
"Hemithea aestivaria","Geometridae","Betula pendula","leaves","Polyphagous","-",""
"Hemithea aestivaria","Geometridae","Betula pubescens","leaves","Polyphagous","-",""
"Hemithea aestivaria","Geometridae","Tilia cordata","","Polyphagous","-",""
"Hesperia comma","Hesperiidae","Festuca ovina","leaves","monophagous","-","-"
"Hesperia comma","Hesperiidae","Festuca guestfalica","leaves","monophagous","-","-"
"Hesperia comma","Hesperiidae","Festuca ophioliticola","leaves","monophagous","-","-"
"Heterarthrus nemoratus","Tenthredinidae","Betula pendula","leaves","Monophagous","-",""
"Heterarthrus nemoratus","Tenthredinidae","Betula pubescens","leaves","Monophagous","-",""
"Heterogenea asella","Limacodidae","Fagus sylvatica","leaves","oligophagous","-","-"
"Hexomyza schineri","Agromyzidae","Populus tremula","woody parts","monophagous","-","-"
"Hexomyza schineri","Agromyzidae","Salix caprea","woody parts","monophagous","-","-"
"Hexomyza schineri","Agromyzidae","Populus nigra","woody parts","monophagous","-","I"
"Holcaphis agrostidis","Aphididae","Agrostis stolonifera","-","monophagous","-","-"
"Holcaphis holci","Aphididae","Holcus lanatus","leaves","monophagous","-","-"
"Holcaphis holci","Aphididae","Holcus mollis","leaves","monophagous","-","-"
"Homoeosoma nebulella","Pyralidae","Cirsium vulgare","flowers","oligophagous","-","-"
"Homoeosoma nebulella","Pyralidae","Cirsium vulgare","fruits/seeds","oligophagous","-","-"
"Homoeosoma nebulella","Pyralidae","Leucanthemum vulgare","flowers,fruits/seeds","oligophagous","-","-"
"Homoeosoma nebulella","Pyralidae","Senecio jacobaea","flowers","oligophagous","-","-"
"Homoeosoma nebulella","Pyralidae","Senecio jacobaea","fruits/seeds","oligophagous","-","-"
"Homoeosoma nebulella","Pyralidae","Tanacetum vulgare","flowers,fruits/seeds","oligophagous","-","-"
"Homoeosoma nebulella","Pyralidae","Chrysanthemum vulgare","flowers,fruits/seeds","oligophagous","-","-"
"Homoeosoma nebulella","Pyralidae","Chrysanthemum leucanthemum","flowers,fruits/seeds","oligophagous","-","-"
"Homoeosoma nimbella","Pyralidae","Anthemis arvensis","flowers","oligophagous","-","-"
"Homoeosoma nimbella","Pyralidae","Anthemis cotula","flowers","oligophagous","-","-"
"Homoeosoma nimbella","Pyralidae","Senecio jacobaea","flowers","oligophagous","-","-"
"Homoeosoma sinuella","Pyralidae","Plantago lanceolata","roots","monophagous","-","I"
"Hoplomachus thunbergi","Miridae","Pilosella officinarum","flowers","","-",""
