"species","family","plant","plantPart","noHosts","hostType","impact"
"Eucosma aspidiscana","Tortricidae","Solidago virgaurea","stems","oligophagous","principal","-"
"Eucosma campoliliana","Tortricidae","Senecio jacobaea","fruits/seeds","monophagous","-","-"
"Eucosma campoliliana","Tortricidae","Senecio jacobaea","stems","monophagous","-","-"
"Eucosma cana","Tortricidae","Centaurea nigra","flowers","oligophagous","subsidiary","-"
"Eucosma cana","Tortricidae","Centaurea nigra","fruits/seeds","oligophagous","subsidiary","-"
"Eucosma cana","Tortricidae","Cirsium vulgare","flowers","oligophagous","-","-"
"Eucosma cana","Tortricidae","Cirsium vulgare","fruits/seeds","oligophagous","-","-"
"Eucosma cana","Tortricidae","Centaurea debeauxii","flowers","oligophagous","subsidiary","-"
"Eucosma cana","Tortricidae","Centaurea debeauxii","fruits/seeds","oligophagous","subsidiary","-"
"Eucosma cana","Tortricidae","Centaurea nemoralis","flowers","oligophagous","subsidiary","-"
"Eucosma cana","Tortricidae","Centaurea nemoralis","fruits/seeds","oligophagous","subsidiary","-"
"Eucosma catoptrana","Tortricidae","Aster tripolium","flowers","monophagous","-","-"
"Eucosma conterminana","Tortricidae","Lactuca serriola","flowers","monophagous","-","-"
"Eucosma conterminana","Tortricidae","Lactuca serriola","fruits/seeds","monophagous","-","-"
"Eucosma conterminana","Tortricidae","Lactuca virosa","flowers","monophagous","-","-"
"Eucosma conterminana","Tortricidae","Lactuca virosa","fruits/seeds","monophagous","-","-"
"Eucosma fulvana","Tortricidae","Centaurea scabiosa","flowers","monophagous","-","-"
"Eucosma fulvana","Tortricidae","Centaurea scabiosa","fruits/seeds","monophagous","-","-"
"Eucosma hohenwartiana","Tortricidae","Centaurea nigra","flowers","oligophagous","principal","-"
"Eucosma hohenwartiana","Tortricidae","Centaurea nigra","fruits/seeds","oligophagous","principal","-"
"Eucosma hohenwartiana","Tortricidae","Serratula tinctoria","flowers","oligophagous","-","-"
"Eucosma hohenwartiana","Tortricidae","Centaurea debeauxii","flowers","oligophagous","principal","-"
"Eucosma hohenwartiana","Tortricidae","Centaurea debeauxii","fruits/seeds","oligophagous","principal","-"
"Eucosma hohenwartiana","Tortricidae","Centaurea nemoralis","flowers","oligophagous","principal","-"
"Eucosma hohenwartiana","Tortricidae","Centaurea nemoralis","fruits/seeds","oligophagous","principal","-"
"Eucosma lacteana","Tortricidae","Artemisia maritima","flowers","monophagous","-","-"
"Eucosma lacteana","Tortricidae","Artemisia maritima","leaves","monophagous","-","-"
"Eucosma lacteana","Tortricidae","Seriphidium maritimum","flowers","monophagous","-","-"
"Eucosma lacteana","Tortricidae","Seriphidium maritimum","leaves","monophagous","-","-"
"Eucosma obumbratana","Tortricidae","Sonchus arvensis","flowers","monophagous","-","-"
"Eucosma obumbratana","Tortricidae","Sonchus arvensis","fruits/seeds","oligophagous","-","-"
"Eucosma pauperana","Tortricidae","Rosa canina","fruits/seeds","monophagous","-","-"
"Eucosma pauperana","Tortricidae","Rosa corymbifera","fruits/seeds","monophagous","-","-"
"Eucosma pauperana","Tortricidae","Rosa squarrosa","fruits/seeds","monophagous","-","-"
"Eucosma pupillana","Tortricidae","Artemisia absinthium","bark","monophagous","-","-"
"Eucosma pupillana","Tortricidae","Artemisia absinthium","roots","monophagous","-","-"
"Eucosma tripoliana","Tortricidae","Aster tripolium","flowers","monophagous","-","-"
"Eucosmomorpha albersana","Tortricidae","Lonicera periclymenum","leaves","monophagous","-","-"
"Eudemis porphyrana","Tortricidae","Malus sylvestris","leaves","monophagous","-","I"
"Eudemis profundana","Tortricidae","Quercus petraea","leaves","monophagous","-","I"
"Eudemis profundana","Tortricidae","Quercus robur","leaves","monophagous","-","I"
"Eugraphe subrosea","Noctuideae","Andromeda polifolia","leaves","","-",""
"Eugraphe subrosea","Noctuidae","Myrica gale","buds,leaves","oligophagous","principal","-"
"Euhradina concinna","Cicadellidae","Betula pendula","leaves","Polyphagous","-",""
"Euhradina concinna","Cicadellidae","Betula pubescens","leaves","Polyphagous","-",""
"Euhyponomeuta stannella","Yponomeutidae","Sedum telephium","roots","monophagous","-","-"
"Eulacanium corni","Coccidae","Hedera helix","-","","-",""
"Eulacanium douglasii","Coccidae","Betula pendula","woody parts","Polyphagous","-",""
"Eulacanium douglasii","Coccidae","Betula pubescens","woody parts","Polyphagous","-",""
"Eulachnus agilis","Lachnidae","Pinus sylvestris","leaves","monophagous","-","-"
"Eulachnus brevipilosus","Lachnidae","Pinus sylvestris","leaves","monophagous","-","I"
"Eulamprotes atrella","Gelechiidae","Hypericum perforatum","flowers","monophagous","-","-"
"Eulamprotes wilkella","Gelechiidae","Cerastium fontanum","roots,stems","monophagous","-","-"
"Eulamprotes wilkella","Gelechiidae","Cerastium holosteoides","roots,stems","monophagous","-","-"
"Eulamprotes wilkella","Gelechiidae","Cerastium triviale","roots,stems","monophagous","-","-"
"Eulecanium tiliae","Coccidae","Tilia cordata","twigs","Oligophagous","-",""
"Euleia heraclei","Tephretidae","Agrostemma githago","-","","-",""
"Eulia ministrana","Tortricidae","Betula pendula","leaves","Polyphagous","-",""
"Eulia ministrana","Tortricidae","Betula pubescens","leaves","Polyphagous","-",""
"Eulia ministrana","Tortricidae","Tilia cordata","","Polyphagous","-",""
"Eulithis mellinata","Geometridae","Ribes nigrum","leaves","oligophagous","subsidiary","-"
"Eulithis mellinata","Geometridae","Ribes rubrum","-","oligophagous","subsidiary","-"
"Eulithis mellinata","Geometridae","Ribes sylvestre","-","oligophagous","subsidiary","-"
"Eulithis prunata","Geometridae","Ribes nigrum","leaves","oligophagous","subsidiary","-"
"Eulithis prunata","Geometridae","Ribes rubrum","-","oligophagous","subsidiary","-"
"Eulithis prunata","Geometridae","Ribes uva-crispa","leaves","oligophagous","subsidiary","-"
"Eulithis prunata","Geometridae","Ribes sylvestre","-","oligophagous","subsidiary","-"
"Eulithis pyraliata","Geometridae","Galium aparine","leaves","oligophagous","subsidiary","-"
"Eulithis pyraliata","Geometridae","Galium mollugo","leaves","oligophagous","subsidiary","-"
"Eulithis pyraliata","Geometridae","Galium verum","leaves","oligophagous","subsidiary","-"
"Eulithis testata","Geometridae","Betula pendula","leaves","Polyphagous","-",""
"Eulithis testata","Geometridae","Betula pubescens","leaves","Polyphagous","-",""
"Eumerus strigatus","Diptera","Iris pseudacorus","stems","","-",""
"Eumichtis lichenea","Noctuidae","Cynoglossum officinale","-","","-",""
"Eumichtis lichenea","Noctuidae","Lepidium draba","-","polyphagous","principal","-"
"Eumichtis lichenea","Noctuidae","Cardaria draba","-","polyphagous","principal","-"
"Eupithecia abbreviata","Geometridae","Quercus robur","-","oligophagous","principal","-"
"Eupithecia absinthiata","Geometridae","Artemisia vulgaris","flowers","oligophagous","principal","-"
"Eupithecia absinthiata","Geometridae","Calluna vulgaris","flowers,fruits/seeds","monophagous","-","-"
"Eupithecia assimilata","Geometridae","Humulus lupulus","-","oligophagous","subsidiary","-"
"Eupithecia assimilata","Geometridae","Ribes nigrum","leaves","oligophagous","subsidiary","-"
"Eupithecia assimilata","Geometridae","Ribes rubrum","-","oligophagous","subsidiary","-"
"Eupithecia assimilata","Geometridae","Ribes sylvestre","-","oligophagous","subsidiary","-"
"Eupithecia denotata","Geometridae","Campanula latifolia","fruits/seeds","oligophagous","subsidiary","-"
"Eupithecia denotata","Geometridae","Campanula trachelium","fruits/seeds","oligophagous","subsidiary","-"
"Eupithecia denotata","Geometridae","Jasione montana","flowers,fruits/seeds","monophagous","-","-"
"Eupithecia distinctaria","Geometridae","Thymus serpyllum","-","monophagous","-","-"
"Eupithecia dodoneata","Geometridae","Crataegus monogyna","-","oligophagous","principal","-"
"Eupithecia egenaria","Geometridae","Tilia cordata","flowers","oligophagous","principal","-"
"Eupithecia exiguata","Geometridae","Crataegus monogyna","-","oligophagous","principal","-"
"Eupithecia expallidata","Geometridae","Solidago virgaurea","flowers","monophagous","-","-"
"Eupithecia extensaria","Geometridae","Artemisia maritima","fruits/seeds,leaves","monophagous","-","-"
"Eupithecia extensaria","Geometridae","Seriphidium maritimum","fruits/seeds,leaves","monophagous","-","-"
"Eupithecia fraxinata","Geometridae","Fraxinus excelsior","leaves","oligophagous","principal","-"
"Eupithecia fraxinata","Geometridae","Hippophae rhamnoides","-","oligophagous","principal","-"
"Eupithecia haworthiata","Geometridae","Clematis vitalba","buds,flowers","monophagous","-","-"
"Eupithecia icterata","Geometridae","Achillea millefolium","flowers,fruits/seeds,leaves","monophagous","-","-"
"Eupithecia insigniata","Geometridae","Crataegus monogyna","leaves","oligophagous","principal","-"
"Eupithecia intricata","Geometridae","Juniperus communis","-","monophagous","-","-"
"Eupithecia inturbata","Geometridae","Acer campestre","flowers","monophagous","-","-"
"Eupithecia irriguata","Geometridae","Quercus robur","-","monophagous","-","-"
"Eupithecia linariata","Geometridae","Linaria vulgaris","flowers,fruits/seeds,leaves","oligophagous","principal","-"
"Eupithecia millefoliata","Geometridae","Achillea millefolium","flowers,fruits/seeds,leaves","monophagous","-","-"
"Eupithecia nanata","Geometridae","Calluna vulgaris","flowers","monophagous","-","-"
"Eupithecia pimpinellata","Geometridae","Pimpinella saxifraga","flowers,fruits/seeds","monophagous","-","-"
"Eupithecia plumbeolata","Geometridae","Melampyrum pratense","flowers","oligophagous","principal","-"
"Eupithecia populata","Geometridae","Vaccinium myrtillus","leaves","monophagous","-","-"
"Eupithecia pulchellata","Geometridae","Digitalis purpurea","flowers,fruits/seeds","monophagous","-","-"
"Eupithecia pusillata","Geometridae","Juniperus communis","leaves","oligophagous","principal","-"
"Eupithecia pygmaeata","Geometridae","Cerastium arvense","fruits/seeds","monophagous","-","-"
"Eupithecia simpliciata","Geometridae","Atriplex patula","fruits/seeds","oligophagous","principal","-"
"Eupithecia simpliciata","Geometridae","Chenopodium album","flowers,fruits/seeds","oligophagous","subsidiary","-"
"Eupithecia simpliciata","Geometridae","Chenopodium bonus-henricus","flowers,fruits/seeds","oligophagous","subsidiary","-"
"Eupithecia simpliciata","Geometridae","Chenopodium vulvaria","flowers,fruits/seeds","oligophagous","subsidiary","-"
"Eupithecia simpliciata","Geometridae","Chenopodium reticulatum","flowers,fruits/seeds","oligophagous","subsidiary","-"
"Eupithecia subfuscata","Geometridae","Betula pendula","-","","-",""
"Eupithecia subfuscata","Geometridae","Betula pubescens","-","","-",""
"Eupithecia succenturiata","Geometridae","Artemisia vulgaris","flowers,fruits/seeds,leaves","monophagous","-","-"
"Eupithecia tripunctaria","Geometridae","Angelica sylvestris","flowers,fruits/seeds","oligophagous","principal","-"
"Eupithecia tripunctaria","Geometridae","Sambucus nigra","flowers,fruits/seeds","oligophagous","subsidiary","-"
"Eupithecia trisignaria","Geometridae","Angelica sylvestris","flowers,fruits/seeds","oligophagous","principal","-"
"Eupithecia valerianata","Geometridae","Valeriana officinalis","flowers,fruits/seeds","monophagous","-","-"
"Eupithecia valerianata","Geometridae","Valeriana sambucifolia","flowers,fruits/seeds","monophagous","-","-"
"Eupithecia venosata","Geometridae","Silene dioica","fruits/seeds","oligophagous","principal","-"
"Eupithecia venosata","Geometridae","Silene otites","flowers,fruits/seeds","oligophagous","principal","-"
"Eupithecia virgaureata","Geometridae","Senecio jacobaea","flowers","oligophagous","principal","-"
"Eupithecia virgaureata","Geometridae","Solidago virgaurea","flowers","oligophagous","principal","-"
"Euplexia lucipara","Noctuidae","Betula pendula","-","Polyphagous","-",""
"Euplexia lucipara","Noctuidae","Betula pubescens","-","Polyphagous","-",""
"Eupoecilia ambiguella","Tortricidae","Frangula alnus","fruits/seeds","monophagous","-","I"
"Eupoecilia ambiguella","Cochylidae","Hedera helix","-","","-",""
"Euproctis chrysorrhoea","Lymantriidae","Crataegus monogyna","leaves","polyphagous","-","I"
"Euproctis chrysorrhoea","Lymantriidae","Prunus spinosa","leaves","polyphagous","-","I"
"Euproctis chrysorrhoea","Lymantriidae","Malus sylvestris","leaves","polyphagous","-","I"
"Euproctis chrysorrhoea","Lymantriidae","Rosa canina","leaves","polyphagous","-","I"
"Euproctis chrysorrhoea","Lymantriidae","Rubus fruticosus","leaves","polyphagous","-","I"
"Euproctis chrysorrhoea","Lymantriidae","Rosa rugosa","leaves","","-",""
"Euproctis chrysorrhoea","Lymantriidae","Rosa corymbifera","leaves","polyphagous","-","I"
"Euproctis chrysorrhoea","Lymantriidae","Rosa squarrosa","leaves","polyphagous","-","I"
"Euproctis similis","Lymantriidai","Betula pendula","leaves","Polyphagous","-",""
"Euproctis similis","Lymantriidai","Betula pubescens","leaves","Polyphagous","-",""
"Eupterycyba jucunda","Cicadellidae","Alnus glutinosa","leaves","monophagous","-","-"
"Eupteryx artemisiae","Cicadellidae","Artemisia maritima","leaves","oligophagous","principal","-"
"Eupteryx artemisiae","Cicadellidae","Seriphidium maritimum","leaves","oligophagous","principal","-"
"Eupteryx atropunctata","Cicadellidae","Glechoma hederacea","leaves","","-",""
"Eupteryx atropunctata","Cicadellidae","Nepeta glechoma","leaves","","-",""
"Eupteryx aurata","Cicadellidae","Eupatorium cannabinum","leaves","oligophagous","subsidiary","-"
"Eupteryx aurata","Cicadellidae","Pulicaria dysenterica","leaves","oligophagous","subsidiary","-"
"Eupteryx aurata","Cicadellidae","Senecio jacobaea","leaves","oligophagous","subsidiary","-"
"Eupteryx aurata","Cicadellidae","Urtica dioica","leaves","polyphagous","principal","-"
"Eupteryx cyclops","Cicadellidae","Urtica dioica","leaves","oligophagous","principal","-"
"Eupteryx florida","Cicadellidae","Ballota nigra","leaves","polyphagous","principal","-"
"Eupteryx heydenii","Cicadellidae","Prunus domestica","leaves","polyphagous","principal","-"
"Eupteryx heydenii","Cicadellidae","Prunus insititia","leaves","polyphagous","principal","-"
"Eupteryx melissae","Cicadellidae","Althaea officinalis","-","polyphagous","principal","-"
"Eupteryx melissae","Cicadellidae","Ballota nigra","-","polyphagous","principal","-"
"Eupteryx melissae","Cicadellidae","Malva arborea","leaves","polyphagous","principal","-"
"Eupteryx melissae","Cicadellidae","Nepeta cataria","leaves","polyphagous","principal","-"
"Eupteryx melissae","Cicadellidae","Pulicaria dysenterica","leaves","oligophagous","subsidiary","-"
"Eupteryx melissae","Cicadellidae","Lavatera arborea","leaves","polyphagous","principal","-"
"Eupteryx notata","Cicadellidae","Cirsium arvense","leaves","oligophagous","subsidiary","-"
"Eupteryx notata","Cicadellidae","Cirsium palustre","leaves","oligophagous","subsidiary","-"
"Eupteryx notata","Cicadellidae","Hieracium umbellatum","leaves","oligophagous","subsidiary","-"
"Eupteryx notata","Cicadellidae","Hieracium vulgatum","leaves","oligophagous","subsidiary","-"
"Eupteryx notata","Cicadellidae","Hypochaeris radicata","leaves","oligophagous","principal","-"
"Eupteryx notata","Cicadellidae","Leontodon autumnalis","leaves","oligophagous","principal","-"
"Eupteryx notata","Cicadellidae","Leontodon hispidus","leaves","oligophagous","principal","-"
"Eupteryx notata","Cicadellidae","Pilosella officinarum","leaves","oligophagous","principal","-"
"Eupteryx notata","Cicadellidae","Prunella vulgaris","leaves","polyphagous","principal","-"
"Eupteryx notata","Cicadellidae","Senecio jacobaea","leaves","oligophagous","subsidiary","-"
"Eupteryx notata","Cicadellidae","Sonchus arvensis","leaves","oligophagous","subsidiary","-"
"Eupteryx notata","Cicadellidae","Thymus pulegioides","leaves","polyphagous","principal","-"
"Eupteryx notata","Cicadellidae","Thymus serpyllum","leaves","polyphagous","principal","-"
"Eupteryx notata","Cicadellidae","Hieracium pilosella","leaves","oligophagous","principal","-"
"Eupteryx origani","Cicadellidae","Origanum vulgare","leaves","oligophagous","principal","-"
"Eupteryx origani","Cicadellidae","Veronica chamaedrys","leaves","oligophagous","subsidiary","-"
"Eupteryx signatipennis","Cicadellidae","Filipendula ulmaria","leaves","monophagous","-","-"
"Eupteryx stachydearum","Cicadellidae","Stachys sylvatica","leaves","oligophagous","principal","-"
"Eupteryx stachydearum","Cicadellidae","Teucrium scorodonia","leaves","oligophagous","principal","-"
"Eupteryx tenella","Cicadellidae","Achillea millefolium","leaves","oligophagous","principal","-"
"Eupteryx thoulessi","Cicadellidae","Lycopus europaeus","leaves","oligophagous","principal","-"
"Eupteryx urticae","Cicadellidae","Urtica dioica","leaves","monophagous","-","-"
"Eupteryx vittata","Cicadellidae","Glechoma hederacea","leaves","","-",""
"Eupteryx vittata","Cicadellidae","Ranunculus repens","leaves","polyphagous","principal","-"
"Eupteryx vittata","Cicadellidae","Nepeta glechoma","leaves","","-",""
"Eurhadina concinna","Cicadellidae","Quercus petraea","leaves","oligophagous","principal","-"
"Eurhadina concinna","Cicadellidae","Quercus robur","leaves","oligophagous","principal","-"
"Eurhadina kirschbaumi","Cicadellidae","Quercus cerris","leaves","oligophagous","principal","-"
"Eurhadina kirschbaumi","Cicadellidae","Quercus petraea","leaves","oligophagous","principal","-"
"Eurhadina loewii","Cicadellidae","Acer pseudoplatanus","leaves","oligophagous","principal","-"
"Eurhadina pulchella","Cicadellidae","Quercus petraea","leaves","oligophagous","principal","-"
"Eurhadina pulchella","Cicadellidae","Quercus robur","leaves","oligophagous","principal","-"
"Eurhadina ribauti","Cicadellidae","Alnus glutinosa","-","oligophagous","subsidiary","-"
"Eurhadina ribauti","Cicadellidae","Quercus petraea","leaves","polyphagous","principal","-"
"Eurhadina ribauti","Cicadellidae","Quercus robur","leaves","polyphagous","principal","-"
"Eurhodope cirrigerella","Pyralidae","Centaurea scabiosa","fruits/seeds","monophagous","-","-"
"Eurodryas aurinia","Nymphalidae","Plantago lanceolata","leaves","oligophagous","principal","-"
"Eurodryas aurinia","Nymphalidae","Succisa pratensis","leaves","oligophagous","principal","-"
"Eurodryas aurinia","Nymphalidae","Scabiosa pratensis","leaves","oligophagous","principal","-"
"Eurodryas aurinia","Nymphalidae","Scabiosa succisa","leaves","oligophagous","principal","-"
"Eurois occulta","Noctuidae","Betula pendula","-","Polyphagous","-",""
"Eurois occulta","Noctuidae","Betula pubescens","-","Polyphagous","-",""
"Eurysula lurida","Delphacidae","Calamagrostis epigejos","-","oligophagous","principal","-"
"Eurytoma platyptera","Eurytomidae","Lotus corniculatus","-","Oligophagous","-",""
"Euscelis incisus","Cicadellidae","Festuca pratensis","-","polyphagous","principal","-"
"Euscelis incisus","Cicadellidae","Lolium perenne","-","polyphagous","principal","-"
"Euscelis lineolatus","Cicadellidae","Lolium perenne","-","polyphagous","principal","-"
"Euscelis ohausi","Cicadellidae","Cytisus scoparius","-","oligophagous","principal","-"
"Euscelis ohausi","Cicadellidae","Sarothamnus scoparius","-","oligophagous","principal","-"
"Euschizaphis palustris","Aphididae","Juncus articulatus","leaves","oligophagous","-","-"
"Euschizaphis palustris","Aphididae","Juncus bufonius","leaves","oligophagous","-","-"
"Euschizaphis palustris","Aphididae","Poa annua","leaves","oligophagous","-","-"
"Euschizaphis palustris","Aphididae","Triglochin palustris","leaves","oligophagous","-","-"
"Euschizaphis palustris","Aphididae","Juncus minutulus","leaves","oligophagous","-","-"
"Euschizaphis palustris","Aphididae","Triglochin palustre","leaves","oligophagous","-","-"
"Eustroma reticulatum","Geometridae","Impatiens noli-tangere","fruits/seeds","monophagous","-","-"
"Eustroma reticulatum","Geometridae","Impatiens noli-tangere","-","","-",""
"Eutromula diana","Choreutidae","Betula pendula","leaves","Monophagous","-",""
"Eutromula diana","Choreutidae","Betula pubescens","leaves","Monophagous","-",""
"Euxoa cursoria","Noctuidae","Lotus corniculatus","leaves","Polyphagous","-",""
"Euzophera cinerosella","Pyralidae","Artemisia absinthium","roots","monophagous","-","I"
"Euzophera cinerosella","Pyralidae","Artemisia absinthium","stems","monophagous","-","I"
"Euzophera cinerosella","Pyralidae","Artemisia vulgaris","shoots","monophagous","-","-"
"Euzophera pinguis","Pyralidae","Fraxinus excelsior","bark","monophagous","-","I"
"Evacanthus interruptus","Cicadellidae","Coincya wrightii","-","","-",""
"Evacanthus interruptus","Cicadellidae","Hutera wrightii","-","","-",""
"Evacanthus interruptus","Cicadellidae","Rhynchosinapis wrightii","-","","-",""
"Everes argiades","Lasiocampidae","Lotus corniculatus","-","Oligophagous","-",""
"Evergestis extimalis","Pyralidae","Diplotaxis tenuifolia","fruits/seeds","oligophagous","-","-"
"Evergestis extimalis","Pyralidae","Sinapis alba","fruits/seeds","oligophagous","-","-"
"Evergestis extimalis","Pyralidae","Sinapis arvensis","fruits/seeds","oligophagous","-","-"
"Evergestis forficalis","Pyralidae","Brassica oleracea","leaves","oligophagous","-","-"
"Evergestis forficalis","Pyralidae","Coincya wrightii","-","","-",""
"Evergestis forficalis","Pyralidae","Hutera wrightii","-","","-",""
"Evergestis forficalis","Pyralidae","Rhynchosinapis wrightii","-","","-",""
"Evergestis pallidata","Pyralidae","Barbarea vulgaris","leaves","monophagous","-","-"
"Evergestis pallidata","Pyralidae","Barbarea arcuata","leaves","monophagous","-","-"
"Exaeretia allisella","Oecophoridae","Artemisia vulgaris","roots","monophagous","-","I"
"Exaeretia ciniflonella","Oecophoridae","Betula pendula","leaves","monophagous","-","-"
"Exaeretia ciniflonella","Oecophoridae","Betula pubescens","leaves","monophagous","-","-"
"Exoteleia dodecella","Gelechiidae","Pinus sylvestris","leaves","monophagous","-","-"
"Exoteleia dodecella","Gelechiidae","Pinus sylvestris","shoots","monophagous","-","-"
"Fagocyba cruenta","Cicadellidae","Carpinus betulus","leaves","polyphagous","principal","-"
"Fagocyba cruenta","Cicadellidae","Crataegus monogyna","leaves","polyphagous","principal","-"
"Fagocyba cruenta","Cicadellidae","Fagus sylvatica","leaves","polyphagous","principal","-"
"Fagocyba cruenta","Cicadellidae","Tilia cordata","-","Oligophagous","-",""
"Falcaria lacertinaria","Drepanidae","Betula pendula","-","monophagous","-","-"
"Falcaria lacertinaria","Drepanidae","Betula pubescens","leaves","Monophagous","-",""
"Falseuncaria ruficiliana","Tortricidae","Primula veris","fruits/seeds","polyphagous","principal","I"
"Fenusa pusilla","Tenthredinidae","Betula pendula","leaves","Monophagous","-",""
"Fenusa pusilla","Tenthredinidae","Betula pubescens","leaves","Monophagous","-",""
"Fimbriaphis fimbriata","Aphididae","Andromeda polifolia","-","oligophagous","-","-"
"Fimbriaphis fimbriata","Aphididae","Empetrum nigrum","-","oligophagous","-","-"
"Fimbriaphis fimbriata","Aphididae","Empetrum hermaphroditum","-","oligophagous","-","-"
"Fimbriaphis latifrons","Aphididae","Vaccinium uliginosum","-","monophagous","-","-"
"Fiorinia externa","Diaspididae","Taxus baccata","","","-",""
"Fiorinia fioriniae","Diaspididae","Taxus baccata","","","-",""
"Forcipata citrinella","Cicadellidae","Carex flacca","-","oligophagous","principal","-"
"Forda formicaria","Pemphigidae","Carex rostrata","roots","oligophagous","-","-"
"Forda marginata","Pemphigidae","Koeleria macrantha","roots","","-",""
"Forda marginata","Pemphigidae","Koeleria albescens","roots","","-",""
"Forda marginata","Pemphigidae","Koeleria glauca","roots","","-",""
"Forda marginata","Pemphigidae","Koeleria gracilis","roots","","-",""
"Forda marginata","Pemphigidae","Koeleria britannica","roots","","-",""
"Forda marginata","Pemphigidae","Koeleria cristata","roots","","-",""
"Forda pawlowae","Pemphigidae","Dactylis glomerata","roots","oligophagous","-","-"
"Forficula auricularia","Forficulidae","Coincya wrightii","-","","-",""
"Forficula auricularia","Forficulidae","Hedera helix","-","","-",""
"Forficula auricularia","Dermaptera","Persicaria amphibia","flowers","polyphagous","-",""
"Forficula auricularia","Dermaptera","Polygonum amphibium","flowers","polyphagous","-",""
"Forficula auricularia","Forficulidae","Hutera wrightii","-","","-",""
"Forficula auricularia","Forficulidae","Rhynchosinapis wrightii","-","","-",""
"Frankliniella intonsa","Thysanoptera","Armeria maritima","flowers","","-",""
"Furcipus rectirostis","Coleoptera","Prunus padus","fruits/seeds","","-",""
"Furcipus rectirostris","Curculionidae","Prunus padus","fruits/seeds","monophagous","principal","-"
"Furcula bicuspis","Notodontidae","Alnus glutinosa","leaves","oligophagous","principal","-"
"Furcula bicuspis","Notodontidae","Betula pendula","-","oligophagous","principal","-"
"Furcula bifida","Notodontidae","Populus tremula","leaves","oligophagous","subsidiary","-"
"Furcula furcula","Notodontidae","Populus tremula","-","oligophagous","subsidiary","-"
"Furcula furcula","Notodontidae","Salix viminalis","-","oligophagous","subsidiary","-"
"Galeruca tanaceti","Chrysomelidae","Cirsium vulgare","leaves","Polyphagous","-",""
"Galerucella tenella","Chrysomelidae","Geum rivale","leaves","","-",""
"Galerucella tenella","Chrysomelidae","Geum urbanum","leaves","","-",""
"Galiobium langei","Aphididae","Galium mollugo","leaves","monophagous","-","-"
"Galiobium langei","Aphididae","Galium mollugo","shoots","monophagous","-","-"
"Galiobium langei","Aphididae","Galium mollugo","stems","monophagous","-","-"
"Galiobium langei","Aphididae","Galium saxatile","-","monophagous","-","-"
"Galiobium langei","Aphididae","Galium verum","-","monophagous","-","-"
"Galiobium langei","Aphididae","Galium verum","leaves","monophagous","-","-"
"Galiobium langei","Aphididae","Galium verum","shoots","monophagous","-","-"
"Galiobium langei","Aphididae","Galium verum","stems","monophagous","-","-"
"Galiomyza moria","Agromyzidae","Galium aparine","leaves","monophagous","-","-"
"Galiomyza moria","Agromyzidae","Galium mollugo","leaves","monophagous","-","-"
"Galiomyza moria","Agromyzidae","Galium odoratum","leaves","monophagous","-","-"
"Galiomyza moria","Agromyzidae","Asperula odorata","leaves","monophagous","-","-"
"Gargara genistae","Membracidae","Cytisus scoparius","-","oligophagous","principal","-"
"Gargara genistae","Membracidae","Sarothamnus scoparius","-","oligophagous","principal","-"
"Gastroidea viridula","Chrysomelidae","Persicaria amphibia","-","","-",""
"Gastroidea viridula","Chrysomelidae","Polygonum amphibium","-","","-",""
"Gelechia hippophaella","Gelechiidae","Hippophae rhamnoides","leaves","monophagous","-","I"
"Gelechia muscosella","Gelechiidae","Salix caprea","flowers","oligophagous","-","-"
"Gelechia muscosella","Gelechiidae","Salix cinerea","flowers","oligophagous","-","-"
"Gelechia nigra","Gelechiidae","Populus tremula","leaves","monophagous","-","-"
"Gelechia nigra","Gelechiidae","Populus x canescens = P.alba x tremula","leaves","monophagous","-","-"
"Gelechia nigra","Gelechiidae","Populus x hybrida","leaves","monophagous","-","-"
"Gelechia rhombella","Gelechiidae","Malus sylvestris","leaves","monophagous","-","-"
"Gelechia scotinella","Gelechiidae","Prunus spinosa","flowers","monophagous","-","-"
"Gelechia senticotella","Gelechiidae","Juniperus communis","leaves","monophagous","-","-"
"Gelechia sororculella","Gelechiidae","Salix aurita","leaves","monophagous","-","-"
"Gelechia sororculella","Gelechiidae","Salix caprea","shoots","monophagous","-","-"
"Gelechia sororculella","Gelechiidae","Salix cinerea","shoots","monophagous","-","-"
"Gelechia sororculella","Gelechiidae","Salix viminalis","leaves","monophagous","-","-"
"Gelechia turpella","Gelechiidae","Populus nigra","leaves","monophagous","-","-"
"Geoica setulosa","Pemphigidae","Festuca gigantea","roots","oligophagous","-","-"
"Geoica setulosa","Pemphigidae","Hordeum murinum","roots","oligophagous","-","-"
"Geoica setulosa","Pemphigidae","Hordeum glaucum","roots","oligophagous","-","-"
"Geoica setulosa","Pemphigidae","Hordeum leporinum","roots","oligophagous","-","-"
"Geometra papilionaria","Geometridae","Betula pendula","-","oligophagous","principal","-"
"Geometra papilionaria","Geometridae","Betula pubescens","leaves","Polyphagous","-",""
"Gibberifera simplana","Tortricidae","Populus tremula","leaves","monophagous","-","-"
"Gimnomera dorsata","Scataphagidae","Bartsia alpina","fruits/seeds","","-",""
"Globiceps woodroffei","Miridae","Salix herbacea","-","","-",""
"Glyphina betulae","Thelaxidae","Betula pendula","-","monophagous","-","-"
"Glyphina betulae","Thelaxidae","Betula pubescens","-","monophagous","-","-"
"Glyphipterix equitella","Glyphipterigida" 72","Sedum acre","shoots","monophagous","-","-"
